en,tr,partition
"To continue the series of harassing or deporting journalists in Egypt, like Travis Randall, Philip Rizk and Wael Abbas; Per Bjorklund, a Swedish journalist and blogger has been detained in Cairo airport upon his arrival.
","Gazetecilerin rahatsız edilip sınır dışı edilmeleri Mısır'da halen devam ediyor.
",2009_09_29_egypt-another-journalist-to-be-deported_
"He’s been stopped by security and is to be deported back to Prague without an explanation; he was only told “your name on the computer.”
","Kahire Havaalanına gelen gazeteci güvenlik tarafından durdurulup hiçbir açıklama yapılmadan Prag'a geri gönderildi.
",2009_09_29_egypt-another-journalist-to-be-deported_
"Per is regarded as one of the most active foreign journalists covering the Egyptian labor strike wave and human rights abuses for a number of Swedish publications as well as activist websites like Electronic Intifada.
","Per, Mısır'daki son grev dalgasını ve insan hakları ihlallerini çeşitli İsveç yayınları ve Electronic Intifada gibi web sitelerine yazan en aktif yabancı yazarlardan sayılıyor.
",2009_09_29_egypt-another-journalist-to-be-deported_
"He also writes in his blog Egypt and Beyond, where he identifies himself as:
","O aynı zamanda kendisine ait Mısır ve Ötesi isimli blog sayfasında kendisinden şöyle bahsediyor:
",2009_09_29_egypt-another-journalist-to-be-deported_
"A freelance journalist currently based in Cairo.
","Şimdilerde Kahire'de yaşayan serbest gazeteci.
",2009_09_29_egypt-another-journalist-to-be-deported_
"Covering the daily struggles for a another Egypt and another Middle East, that are too often made invisible in the narratives of mainstream media.
","Ana akım medyada genellikle anlatılmayan başka bir Mısır ve başka bir Orta Doğu için yapılan günlük mücadeleleri belgelemekte.
",2009_09_29_egypt-another-journalist-to-be-deported_
"Egyptian Leftist was the first to publish ""Free Per"" banners on his blog."" width=""418″ height=""107″ /","Çoğunlukla olduğu gibi Egyptian Leftist web sitesi ""Per'i Bırakın"" resimlerini ilk yayınlayan oldular.
",2009_09_29_egypt-another-journalist-to-be-deported_
"Hossam El Hamalawy was one of the first to break the news:
","Hossam El Hamalawy haberi veren ilk insanlardandı:
",2009_09_29_egypt-another-journalist-to-be-deported_
"Swedish journalist and blogger Per Bjorklund has been stopped around half an hour ago at the Cairo Airport.
","İsveçli gazeteci ve blog yazarı Per Bjorklund yarım saat önce Kahire Havaalanında durduruldu.
",2009_09_29_egypt-another-journalist-to-be-deported_
"An Immigration Police Officer told him his “name on the computer,” according to Per with whom I spoke on the phone few mins ago.
","Per ile birkaç dakika önce yaptığım konuşmaya göre bir Göçmenlik Bürosu Polisi ona ""isminin bilgisayarda kayıtlı olduğunu"" söylemiş.
",2009_09_29_egypt-another-journalist-to-be-deported_
"Per is in some room at the airport, where there are other people, and he awaits an explanation from the police.
","Per havaalanında başka bazı insanlarla birlikte bir odada polisten açıklama bekliyor.
",2009_09_29_egypt-another-journalist-to-be-deported_
"Another foreign journalist, James Buck commented on his blog Journalism not a crime:
","Bir başka yabancı gazeteci James Buck Gazetecilik Suç Değildir isimli blog sayfasında konuyu tartışıyor:
",2009_09_29_egypt-another-journalist-to-be-deported_
"Per is a great journalist who helped me get connected when I was in Egypt.
","Per bana Mısırdayken çok yardım etmişti, bence harika bir gazeteci.
",2009_09_29_egypt-another-journalist-to-be-deported_
"Looks like Cairo has decided to keep dissenting journalists out of the country.
","Görünüşe göre Kahire muhalif gazetecileri ülke dışında tutmaya karar vermiş.
",2009_09_29_egypt-another-journalist-to-be-deported_
"This is a big step backward for press freedom.
","Bu, basın özgürlüğü için geriye doğru büyük bir adım.
",2009_09_29_egypt-another-journalist-to-be-deported_
"On a different note, Egyptian journalist and blogger, Scarr, published a touching post tackling the other side of the story.
","Mısırlı gazeteci ve blog yazarı Scarr, hikayenin diğer tarafını anlatan başka bir yazı yayınladı:
",2009_09_29_egypt-another-journalist-to-be-deported_
"Per was one of the people involved in the To Gaza march – as was Travis Randall – but other foreigners on that march have been in and out of Egypt since then without problems.
","Per -Travis Randall gibi- ""Gazzeye"" yürüyüşüne katılan insanlardandı, ama diğer yabancılar Mısır'a giriş ve çıkışlarda sorun yaşamadılar.
",2009_09_29_egypt-another-journalist-to-be-deported_
"No, there’s no great plan.
","Hayır, büyük bir plan yok.
",2009_09_29_egypt-another-journalist-to-be-deported_
"This (“your name is in our computer”) is just yet another instance of what they do best: bullying disguised as bureaucratic procedure, as thought-out policy.
","""İsminiz bilgisayarda kayıtlı"" sadece yaptıklarının en iyisini gösteren bir örnek: rahatsız etmeyi bürokrasi gibi göstermek.
",2009_09_29_egypt-another-journalist-to-be-deported_
"Talking about Per's girlfriend she said:
","Per'in kız arkadaşı hakkında ise Scarr şunları söyledi:
",2009_09_29_egypt-another-journalist-to-be-deported_
"The last call I got in this whole sorry saga was an hour ago, when A rang me, still at the airport.
","Bu üzücü durum hakkındaki son telefonu bir saat önce havaalanında beni arayan A 'dan aldım.
",2009_09_29_egypt-another-journalist-to-be-deported_
"No-one had bothered to tell her that Per had been deported (or at least told that he was going to be deported.
","Hiç kimse Per'in sınırdışı edileceğini ona söylemeye zahmet etmemişti.
",2009_09_29_egypt-another-journalist-to-be-deported_
"His phone was switched off after Hamalawy spoke to him).
","She had been waiting there, alone, all that time.
",2009_09_29_egypt-another-journalist-to-be-deported_
"She broke down in tears.
","First tweets about Per's detention.
",2009_09_29_egypt-another-journalist-to-be-deported_
"Egyptian blogger, Mostafa, questioned if the repetitive incidents was a sign for new measures taken by the government against journalists:
","Mısırlı blogcu Mustafa, tekrar eden bu olayların hükümet tarafından gazeteciler için alınan yeni önlemler olup olmadığını soruyor :
",2009_09_29_egypt-another-journalist-to-be-deported_
"Per is a brave journalist and his writing is almost always highly informative.
","Per tüm yazılarının bilgi dolu olduğu cesur bir gazeteci.
",2009_09_29_egypt-another-journalist-to-be-deported_
"He is a nice guy.
","İyi bir insan.
",2009_09_29_egypt-another-journalist-to-be-deported_
"This is both outrageous and depressing.
","Bu olay çok üzücü ve çirkin.
",2009_09_29_egypt-another-journalist-to-be-deported_
"I wonder if this stupid government is trying to reduce the number of foreign journalists in anticipation of the next two politically intense years.
","Acaba hükümet politik olarak yoğun geçecek gelecek iki yıl için yabancı gazetecilerin sayısını azaltmaya mı çalışıyor?
",2009_09_29_egypt-another-journalist-to-be-deported_
"More details can be found in a post by Joseph Mayton at Bikya Masr and Zeinobia at Egyptian Chronicles.
","Daha fazla bilgi için Joseph Mayton'ın Bikya Masr'daki ve Zeinobia'nın Mısır Günlükleri'ndeki yazılarına bakılabilir.
",2009_09_29_egypt-another-journalist-to-be-deported_
"Hungary: Flu Vaccination as ""the Great Hungarian Experiment"" · Global Voices
","Macaristan: Grip Aşısı ""Büyük Macaristan Deneyi"" mi?
",2009_11_13_hungary-flu-vaccination-as-the-great-hungarian-experiment_
"The vaccination campaign of the Hungarian National Public Health and Medical Officer Service (ÁNTSZ) has inspired a public debate among the institution itself, doctors, politicians and ordinary people who are just not sure whether the Hungarian-made swine flu vaccine is good or not.
","Macaristan Ulusal Sağlık Merkezi'nin (ANTSZ) grip aşısı kampanyası hem enstitü içinde, hem de doktorlar, politikacılar, ve normal vatandaşlar arasında bir tartışmaya neden oldu.
",2009_11_13_hungary-flu-vaccination-as-the-great-hungarian-experiment_
"Hungarian news sites report (HUN) on the ""vaccine tourism"" from Slovakia to the pharmacies at the border and news agencies confirm that Hungary doesn't plan to seal its borders with the neighboring Ukraine (see the latest GV post about Ukraine and swine flu here).
","Macar haber siteleri ""aşı turizminden"", yani Slovakya'dan sınırdaki eczanelere gelen insanlardan bahsediyor ve Macaristan'ın komşusu Ukrayna ile sınırlarını kapatmayacağını onaylıyor (Macarca) (Global Voices Online'daki Ukrayna ve domuz gribi hakkındaki son yazı ).
",2009_11_13_hungary-flu-vaccination-as-the-great-hungarian-experiment_
"Observer, a Hungarian blogger living in Kyiv, wrote a post (HUN) about her trip to Budapest:
","Kiev'de (Ukrayna) yaşayan Macar blogcu Observer sitesinde Budapeşteye yolculuğunu yazıyor:
",2009_11_13_hungary-flu-vaccination-as-the-great-hungarian-experiment_
"In Pest, I came home for one week.
","Bir haftalığına eve geldim.
",2009_11_13_hungary-flu-vaccination-as-the-great-hungarian-experiment_
"There were fewer people at the airport than on an ordinary Friday.
","Normal bir cuma gününden az insan vardı.
",2009_11_13_hungary-flu-vaccination-as-the-great-hungarian-experiment_
"The number of passengers has decreased, it can be seen from the traffic of the border crossing points, the number of those leaving the country decreased by 23%, and of foreigners entering by 40%.
","Yolcu sayısının azlığı sınır istatistiklerinden de görülebiliyor, ülkeden çıkanlar %23, ülkeye girenler ise %40 azalmış.
",2009_11_13_hungary-flu-vaccination-as-the-great-hungarian-experiment_
"The ground service crew was working in ""maskara"", but most of the passengers weren't wearing masks.
","Yer hizmetlerinde çalışanlar maskeliydiler ama yolcuların çoğu değil.
",2009_11_13_hungary-flu-vaccination-as-the-great-hungarian-experiment_
"It had been part of our preparations, that we'd vaccinated ourselves with Hungarian serum (yes, I have read the enormous debate on the net about the Hungarian vaccine, I had called up two doctors in Hungary - none of them had dissuaded me - in my judgment the risk there is bigger than the risk of the Hungarian vaccine - I thought rather to face the latter).
","Benim hazırlıklarımdan biri Macar aşısı ile aşılanmaktı (evet konu etrafındaki tartışmaları okudum, Macaristan'daki iki doktora telefon ettim ve ikisi de beni engellemeye çalışmadı - ve riskleri değerlendirdiğimde Ukrayna'daki riskin Macar aşısından daha fazla olduğuna karar verdim.)
",2009_11_13_hungary-flu-vaccination-as-the-great-hungarian-experiment_
"One part of the ""enormous debate"" mentioned by Observer is between the authorities and general practitioner doctors.
","Tartışmanın diğer tarafında ise, Observer'da anlatıldığı üzere, yetkililer ile pratisyen hekimler var.
",2009_11_13_hungary-flu-vaccination-as-the-great-hungarian-experiment_
"One of them, Gyula Keszthelyi MD, a family practitioner in eastern Hungary, attracted the attention by his blog (HUN) where next to writing about prevention (HUN), and informing parents (HUN) about their right of not answering the letters they get from their children's school - which imply they're obliged to vaccinate their children while in Hungary it's not in the category of obligatory vaccination - in several posts he pointed at the mistakes ÁNTSZ is committing in its vaccination campaign.
","Bu hekimlerden biri, Gyula Keszthelyi Doğu Macaristan'da yaşayan bir aile doktoru ve blog sayfasında (Macarca) yazdıkları ile dikkat topladı.
",2009_11_13_hungary-flu-vaccination-as-the-great-hungarian-experiment_
"This generated a movement against his functioning.
","Bunun üzerine çok tepki çekti.
",2009_11_13_hungary-flu-vaccination-as-the-great-hungarian-experiment_
"A Hungarian weekly Heti Válasz published an article on his case:
","Haftalık Macar dergisi Heti Valasz bu konuda bir makale yayınladı:
",2009_11_13_hungary-flu-vaccination-as-the-great-hungarian-experiment_
"50 years ago, Mr Keszthelyi would just have been a village doctor, quietly grumbling under his breath and complaining to the elderly ladies among his patients.
","50 yıl önce olsa Bay Keszthelyi sadece basit bir köy doktoro olarak kalır ve yaşlı hastalarına şikayet ederdi.
",2009_11_13_hungary-flu-vaccination-as-the-great-hungarian-experiment_
"Today - thanks to giulio.freeblog.hu, the debating website he set up - his influence on people is comparable to that of the Hungarian Pandemic Commission.
","Ama bugün giulio.freeblog.hu sayfası sayesinde neredeyse Macar Salgın Hastalıklar komisyonu kadar etkisi var.
",2009_11_13_hungary-flu-vaccination-as-the-great-hungarian-experiment_
"Tens of thousands of laymen read his fuming remarks on the site.
","On binlerce insan yazılarını okudu.
",2009_11_13_hungary-flu-vaccination-as-the-great-hungarian-experiment_
"In addition, he is also a regular visitor adding comments to several internet forums visited by other members of the profession, where the contradictory actions of the government are critically analysed to the tiniest detail.
","Aynı zamanda başka doktorların buluştuğu birçok internet forumunda da hükümetin hareketlerini en ince detayına kadar analiz ediyor ve yorumlarda bulunuyor.
",2009_11_13_hungary-flu-vaccination-as-the-great-hungarian-experiment_
"Keszthelyi found himself in the middle of a whole movement, when Ferenc Falus, the National Medical Officer threatened him with a fine of HUF 1 million and the withdrawal of his license, because he refused to administer the state-provided flu vaccines for free.
","Keszthelyi, hükümetin aşılarını ücretsiz bir şekilde insanlara yapmayı reddedince para cezası ve doktorluk lisansının geri alınması tehdidi ile karşı karşıya kaldı ve kendisini tartışmanın ortasında buldu.
",2009_11_13_hungary-flu-vaccination-as-the-great-hungarian-experiment_
"It wasn't only Dr. Keszthelyi who raised the question of administration and of the origin of the Hungarian-made vaccines, but also a consumer protection-blog Tékozló homár had a post (HUN) on it:
","Aşı konusunda temkinli tek kişi Dr. Keszthelyi değildi.
",2009_11_13_hungary-flu-vaccination-as-the-great-hungarian-experiment_
"The hospitals and pharmacies, anyway, didn't want to receive the vaccines delivered without an expiration date, since it's illegal like that, but the stuff should be sold out if the state had already paid for it.
","Hastaneler ve eczaneler bir son kullanma tarihi bulunmayan aşıları almak istemediler çünkü bu yasal değil.
",2009_11_13_hungary-flu-vaccination-as-the-great-hungarian-experiment_
"Dr. Gergely (Greg) Bognar, assistant professor at the Center for Bioethics at New York University also reacted (HUN) through his blog dealing with bioethics questions on the swine flu debate turned to party politics, and raised the thought of a big experimentation:
","Dr. Gergely Bognar, New York Üniversitesi Biyoetik Merkezinde çalışıyor ve blog sayfasında artık politik tartışmalara kaymış olan domuz gribi aşısının büyük bir deneye dönüşme olasılığını işliyor:
",2009_11_13_hungary-flu-vaccination-as-the-great-hungarian-experiment_
"According to fresh research, voters supporting the governing party are rather on the side of vaccination than those of the opposition.
","Son araştırmalara göre iktidardaki partiyi destekleyen vatandaşlar diğerlerine göre aşı olmaya daha ılımlılar.
",2009_11_13_hungary-flu-vaccination-as-the-great-hungarian-experiment_
"Politicians helped a lot for the population in knowing the way about the question: while the prime minister and the minister of health care vaccinated themselves in public, Péter Szijjártó, the deputy-floor leader of FIDESZ , ""considering every circumstance"" won't vaccinate himself.
","Başbakan ve Sağlık Bakanı kameralar önünde aşı olmuşken muhalefet partisi FIDESZ'den Peter Szijjarto ""diğer her türlü olasılığı değerlendireceğini"" söyledi ve aşı olmayı reddetti.
",2009_11_13_hungary-flu-vaccination-as-the-great-hungarian-experiment_
