en,tr,split
Hannah Brencher: Love letters to strangers,hannah brencherc yabancı aşk mektup,train
Erik Hersman: Reporting crisis via texting,erik hersman kriz cep telefon ile bil üzer,train
"Clay Shirky looks at ""cognitive surplus"" -- the shared, online work we do with our spare brain cycles. While we're busy editing Wikipedia, posting to Ushahidi (and yes, making LOLcats), we're building a better, more cooperative world.",clay shirky hzihin fazlasında incele -- internet kullan beyin güç ortaklaşa yap iş vikipet bir madde düzenle ya da ushahit bir şey yazarkend ihat komik kedi resim yap bile daha iyi bir dünya işbirliği yara,train
"In 1969, Buzz Aldrin’s historical step onto the moon leapt mankind into an era of technological possibility. The awesome power of technology was to be used to solve all of our big problems. Fast forward to present day, and what's happened? Are mobile apps all we have to show for ourselves? Journalist Jason Pontin looks closely at the challenges we face to using technology effectively ... for problems that really matter.","1969'da, buzz aldrin ay yüzey tarih adım insan teknoloji olanak dönem sıçra teknoloji müthiş güç tüm büyük problem çöz için kullan gün doğru ileri sar ne ol kendi göster hepsi mobil uygulama mı gazeteci jason pontin teknoloji etki kullan orta çık sorun yakın bak gerçekten önem sorun",train
"Science writer Richard Preston talks about some of the most enormous living beings on the planet, the giant trees of the US Pacific Northwest. Growing from a tiny seed, they support vast ecosystems -- and are still, largely, a mystery.",bilim kitap yazar richard prestond yeryüz en devasa canlı amerika kuzeybat pasifik dev ağaç anla ufacık bir tohum yeşer muazzam bir ekosistem yarat bu ağaç halah büyük ölçü gizem koru,validation
"Rob Forbes, the founder of Design Within Reach, shows a gallery of snapshots that inform his way of seeing the world. Charming juxtapositions, found art, urban patterns -- this slideshow will open your eyes to the world around you.",design within reach geriş tasarım kuru ron forbes biz dünya gör biçim şekil enstantane bir derle sun büyüle dizilim bulun sanatd kent motif -- bu slayt gösteri göz etraf dünya aç,validation
Miru Kim: My underground art,miru kim yeralt sanat,validation
Peter Diamandis: Abundance is our future,peter diamantisc bol gel,validation
"For decades, researcher Mina Bissell pursued a revolutionary idea -- that a cancer cell doesn't automatically become a tumor, but rather, depends on surrounding cells (its microenvironment) for cues on how to develop. She shares the two key experiments that proved the prevailing wisdom about cancer growth was wrong.",onlarca yıl araştırmacı mina bissell devrimsel nitelik bir fikir peş koş - bir kanser hücre kendiliğinden bir tümör hücre dönüş bu aksine nasıl geliş dair işaret ver kanser hücre çevrele hücre imikroçevisyen bağ ol fikir mina bissell kanser büyü yaygın görüş yanlış kanıtla iki ana deney biz paylaş,validation
"Jonathan Harris wants to make sense of the emotional world of the Web. With deep compassion for the human condition, his projects troll the Internet to find out what we're all feeling and looking for.",jonathan harris internet duygusal dünya anlam çalış insan ol derin duygu besle proje ne hisset ve ne ara internet yol ön sun,validation
Fellow Abigail Washburn wanted to be a lawyer improving US-China relations -- until she picked up a banjo. She tells a moving story of the remarkable connections she's formed touring across the United States and China while playing that banjo and singing in Chinese.,fellow'u abigail washburn amerika - çin ilişki geliş bir hukukçu ol iste - el bir banco alan kadar amerika ve çin çince şarkı söylerek yap tur kur olağanüstü bağ dokunak hikaye anla,validation
"Inventor, entrepreneur and visionary Ray Kurzweil explains in abundant, grounded detail why, by the 2020s, we will have reverse-engineered the human brain and nanobots will be operating your consciousness.",buluşlari girisim ve vizyon tanı ray kurzewil 2020 yıl sonra insan beyin calisma sekli nasil çöz ve micro robot benlik nasil idare et mantıg ayrıntı anlat,validation
Ed Boyden: A light switch for neurons,ed boydeny nöron için bir elektrik anahtar,validation
"Faith Jegede tells the moving and funny story of growing up with her two brothers, both autistic -- and both extraordinary. In this talk from the Talent Search, she reminds us to pursue a life beyond what is normal.",faith jege iki de otistik - ve aynı zaman sıradışı ol iki kardeş büyü etkile ve eğlence öykü anlat bu talent search konuş normal ol öte hayat el et çalış hatırla,validation
David Hoffman: What happens when you lose everything,david hoffman hherşey kaybet üzer,validation
Sam Richards: A radical experiment in empathy,sam richardsi empati üzer radikal bir deneyim,validation
"Ramesh Raskar presents femto-photography, a new type of imaging so fast it visualizes the world one trillion frames per second, so detailed it shows light itself in motion. This technology may someday be used to build cameras that can look “around” corners or see inside the body without X-rays.",ramesh raskard biz yeni nesil görüntüle teknik ol femtocodoğlufar sun o kadar hız ki dünya saniye bir trilyon kare böl göster o kadar detay ki ışık kendi hareket hal yakala bu teknoloji belki bir gün köşe hötes fotoğrafla ya da fjış kullan insan vücut görüntüle için kullan,validation
"Swami Dayananda Saraswati unravels the parallel paths of personal development and attaining true compassion. He walks us through each step of self-realization, from helpless infancy to the fearless act of caring for others.",swami ihintil din bilgi dayan saraspaşi gerçek şefkat doğa ulaş ve kişisel gelişim birbiri paralel git yol çözümle çocukluk muhtaç doğa başla başka korku sevenjöge eylem yap var dekd kişisel fark her adım yürü geç sağla,validation
Spencer Wells: A family tree for humanity,spencer wells insan için bir soyağac oluş,validation
Ron Finley: A guerilla gardener in South Central LA,ron finleyi güney merkez la bir gerilla bahçıvan,validation
Isaac Mizrahi: Fashion and creativity,isaac mizrahi moda ve yaratıcı üzer,validation
"Alain de Botton: A kinder, gentler philosophy of success",alain de bottonc daha nazik ve daha kibar bir başarı felsefe,validation
"When a squirrel chewed through a cable and knocked him offline,  journalist Andrew Blum started wondering what the Internet was really made of. So he set out to go see it -- the underwater cables, secret switches and other physical bits that make up the net.",bir sincap gel kablo çiğne bağlantı kes gazeteci andrew blum internet gerçekte ney yap merak et başla böylece sualtı kablo gizli bağlantı nokta ve diğer fiziksel parça gör için yol koy,validation
"David McCandless turns complex data sets (like worldwide military spending, media buzz, Facebook status updates) into beautiful, simple diagrams that tease out unseen patterns and connections. Good design, he suggests, is the best way to navigate information glut -- and it may just change the way we see the world.",david mccandels bazı komplik bilgi set ordu harca medya hareket facebook durum güncelle ve daha bir çoğu güzel ama basit diagram çevir bilgi tasarım bugün bilgi yoğun yön ver eşsiz motif ve dünya gör şekil değiş bağlantı bul yara bir araç ol ileri sür,validation
Bill Gates: Innovating to zero!,bill gates enerji üzer sıfır doğru değiş,validation
"Fellow Lucy McRae is a body architect -- she imagines ways to merge biology and technology in our own bodies. In this visually stunning talk, she shows her work, from clothes that recreate the body's insides for a music video with pop-star Robyn, to a pill that, when swallowed, lets you sweat perfume.",fellow'u lucy mcrae bir vücut mimar -- biyoloji ve teknoloji vücut nasıl birleş o yol düşün bu görsel ol şaşır konuş pop yıldız robyn klip kullan vücut iç yeniden yarat giysi ve iç parfüm terle neden ol bir hap içer çalış bahset,validation
"Researcher Kwabena Boahen is looking for ways to mimic the brain's supercomputing powers in silicon -- because the messy, redundant processes inside our heads actually make for a small, light, superfast computer.",araştırmacı kwabena boahenhi kafa iç darmadak ve fazla sayı süreç gerçekte küçükdohife ve çok hız bir kompüter oluş beklenti beyin süperkomüter güç silikon iç taklit et olanak ara,validation
Torsten Reil: Animate characters by evolving them,torsten reil animasyon yap için biyoloji çalış,validation
Daniel Libeskind: 17 words of architectural inspiration,daniel libeski mimari ilham üzer 17 kelime,validation
Jean-Baptiste Michel + Erez Lieberman Aiden: What we learned from 5 million books,5 milyon kitap ne öğren,validation
Don Tapscott: Four principles for the open world,don tapsotci açık dünya için gerek dört ilke,validation
Brewster Kahle: A free digital library,brewster kahle ücret dijital bir kütüphane oluş,validation
Steven Pinker: Human nature and the blank slate,steven pinker boş sayfa yaz,validation
"Ayah Bdeir: Building blocks that blink, beep and teach",ayah b9erik yan sönen ses çık ve öğret yapı taş,validation
Terry Moore: How to tie your shoes,terry moorec ayakkabı nasıl bağla,validation
William Li: Can we eat to starve cancer?,william li besle kanser açlık öl mi,validation
"Cognitive researcher Nancy Etcoff looks at happiness -- the ways we try to achieve and increase it, the way it's untethered to our real circumstances, and its surprising effect on our bodies.",bilişsel araştırmacı nancy etcoff mutlu incele -- o kazan ve art için dene yol iç bulun koşul bağ ol ve mutlu vücut üzer şaşır etki,validation
"At TEDIndia, Pranav Mistry demos several tools that help the physical world interact with the world of data -- including a deep look at his SixthSense device and a new, paradigm-shifting paper ""laptop."" In an onstage Q&A, Mistry says he'll open-source the software behind SixthSense, to open its possibilities to all.","pranav mistry tedhindistan fizik dünya ile veri dünya etkileşim yardımcı ol çeşit araç göster - kendi altıncısih cihaz ve yenid devrimsel kağıt hdizüstü de bu dahil sahne soruçohae kısım i mistry tüm imkan yol ver için altıncısi"" yazılım açık kaynak ol sun söyle",validation
"Paul MacCready -- aircraft designer, environmentalist, and lifelong lover of flight -- talks about his long career.",paul maccready -- uçak tasarımcı çevre ve bir uç aşık -- uzun kariyer hak konuş,validation
"Is there something you've always meant to do, wanted to do, but just ... haven't? Matt Cutts suggests: Try it for 30 days. This short, lighthearted talk offers a neat way to think about setting and achieving goals.",her zaman bir şey yap niyet yap iste şey ol yap var mı matt cutts tavsiye bu 30 günlük deneyin bu kısa tasa konuş hedef aş ve yarat hak düşün için ince bir yol öner,validation
"Bill Ford is a car guy -- his great-grandfather was Henry Ford, and he grew up inside the massive Ford Motor Co. So when he worries about cars' impact on the environment, and about our growing global gridlock problem, it's worth a listen. His vision for the future of mobility includes ""smart roads,"" even smarter public transport and going green like never before.",bill ford bir araba adam - büyük büyükbaba henry ford ve o büyük ford motor şirket içeri yetiş öyle o araba çevre üzer etki ve biz büyü tıkanık problem hak endişe o dinle değer o hareket ilgi gel vizyon hakıl yollardo daha akıl toplu ulaşım ve daha önce ol şekil yeşil git içer,validation
Rob Forbes: Ways of seeing,rob forbes gör biçim üzer,validation
"Working with a team of physicists, Dr. Deborah Rhodes developed a new tool for tumor detection that's 3 times as effective as traditional mammograms for women with dense breast tissue. The life-saving implications are stunning. So why haven't we heard of it? Rhodes shares the story behind the tool's creation, and the web of politics and economics that keep it from mainstream use.",bir grup doktor birlikte çalış doktor deborah rhodes yoğun meme doku iç tümör geleneksel mammogram oran 3 kat daha etki şekil tespit et bir cihaz geliş peki hayat kurtar bu muhteşem buluş neden haber ol rhodes icadın perde arka ve politika - ekonomi ağı cihaz genel kullanım nasıl engel ol anlat,validation
"Hannah Brencher's mother always wrote her letters. So when she felt herself bottom into depression after college, she did what felt natural -- she wrote love letters and left them for strangers to find. The act has become a global initiative, The World Needs More Love Letters, which rushes handwritten letters to those in need of a boost.",hannah brencher anne o hep mektup yaz üniversite mezun ol depresyon gir o da o doğal gel şey yap -- tanı insan aşk mektup yaz bul için fark yer bırak yap destek ihtiyaç ol el yaz mektup gönder dünya çap bir girişim dönüş the world needs more love letters - dünya daha fazla aşk mektup ihtiyaç var,validation
Dale Dougherty: We are makers,dale daugherty biz yapı,validation
"After 15 years in the British diplomatic corps, Carne Ross became a ""freelance diplomat,"" running a bold nonprofit that gives small, developing and yet-unrecognized nations a voice in international relations. At the BIF-5 conference, he calls for a new kind of diplomacy that gives voice to small countries, that works with changing boundaries and that welcomes innovation.",britanya'daki diplomatik kurum geç 15 yıl ardındand carne ross cabak bir diplomat ol küçük geliş ol ve tanı millet ulus ilişki ses duyur cesur bir sivil toplum örgüt kur rossd bifç5 konferans küçük ülke söz hak ver değiş dünya sınır adapte ol ve yenilik kabul et yeni bir diplomasi tür gerek anlat,validation
Jill Tarter: Join the SETI search,jill tarter seti kat çağrı öted ödül konuş,validation
David Blaine: How I held my breath for 17 minutes,david blaine nefes 17 dakika nasıl tut,validation
"As machines take on more jobs, many find themselves out of work or with raises indefinitely postponed. Is this the end of growth? No, says Erik Brynjolfsson -- it’s simply the growing pains of a radically reorganized economy. A riveting case for why big innovations are ahead of us … if we think of computers as our teammates. Be sure to watch the opposing viewpoint from Robert Gordon.",makineler daha çok iş yap hal gel pek çok insan kendi iş ya da maaş birlikte süre ol tecil et bula gelişim son mudur erik brenjoloschov hayyırd bu tamamen kök tekrar organize et ekonomi büyü sancı büyük bul neden biz ön ol merak uyan bir durumbi bilgisayar takım arkadaş gibi düşün takdirde.. robert gordon muhalif bak açı seyret emin ol,validation
Janine Benyus: Biomimicry in action,janine benyus biyomimik eylem,validation
"Jennifer Lin: Improvising on piano, aged 14",jennifer li piyano büyü doğaçla,validation
"In this fiery and funny talk, New York Times food writer Mark Bittman weighs in on what's wrong with the way we eat now (too much meat, too few plants; too much fast food, too little home cooking), and why it's putting the entire planet at risk.",bu hararet ve eğlence konuş new york times yemek yazar mark bittmand gün yemek ye alışkan yanlış doçok fazla et cok az bitki çok fazla fast foodd çok az ev yemek ve bu bütün gezegen nasıl risk at üst dur,validation
Jennifer 8. Lee: The hunt for General Tso,jennifer 8.lee general tso av,validation
Sasa Vucinic: Why we should invest in a free press,sasa vucinic özgür basın yatırım yap,validation
Susan Cain: The power of introverts,susan caino iç dönük güç,validation
"When we drive, we get into a glass bubble, lock the doors and press the accelerator, relying on our eyes to guide us -- even though we can only see the few cars ahead of and behind us. But what if cars could share data with each other about their position and velocity, and use predictive models to calculate the safest routes for everyone on the road? Jennifer Healey imagines a world without accidents. (<em>Filmed at TED@Intel.</em>)",araba kullan cam bir baloncu iç gir kapı kapa gaz bas ve biz yol göster için göz güven - sadece ön ve arka bir kaç araç gör rağmen peki araba konum ve hız ile ilgi veri alışveriş bul ve herkes için en güven yol hesapla için öngörücü model kullan ne ol jennifer healey kaza ol bir dünya hayal et ötedinteli de film alın,validation
"Will Wright: Spore, birth of a game",will wright yap oyuncak 4ye dünya yarat,validation
"In this short talk from U 2009, Brian Cox shares what's new with the CERN supercollider. He covers the repairs now underway and what the future holds for the largest science experiment ever attempted.","brian coxd 2009 de yap bu kısa konuş cern dek ilgi geliş izle paylaş konuş yap onarım ve bu, dünya en önem deneyin gel için ne ifade et aktar",validation
"In this funny, casual talk from TEDx, writer Jenna McCarthy shares surprising research on how marriages (especially happy marriages) really work. One tip: Do not try to win an Oscar for best actress. <em>(Filmed at <a href=http://www.ted.com/tedx/events/1886>TEDxAmericanRiviera</a>.)</em>",tedx'den al bu eğlence konuş yazar jenna mccartho iyi git ev özellikle de mutlu evlilik hak şaşır araştır paylaş bir ipucu en iyi kadın oyuncu dal oscar kazan dene,validation
"Armed with bracing logic, wit and her ""public-health nerd"" glasses, Elizabeth Pisani reveals the myriad of inconsistencies in today's political systems that prevent our dollars from effectively fighting the spread of HIV. Her research with at-risk populations -- from junkies in prison to sex workers on the street in Cambodia -- demonstrates the sometimes counter-intuitive measures that could stall the spread of this devastating disease.",elizabeth pisanid mantık kucakla nüktedan ve hhalk sağlık inekih gözlük ile dolar hiv yay karşı etki ol savaş alıkoy gün siyasal sistem sayı tutar orta koy hapisane bağımlı kamboçya sokak seks işçi kadar risk grup araştır bu yıkı hastalık yay durakla bekle fark sonuç ver önlem orta koy,validation
"Where does creative inspiration spring from? At TEDIndia, Hollywood/Bollywood director Shekhar Kapur (""Elizabeth,"" ""Mr. India"") pinpoints his source of creativity: sheer, utter panic. He shares a powerful way to unleash your inner storyteller.","yaratıcılık ilham nere gel tedhindistan hollywoodolo,dolme yönetmen shekhar kapur ibelizadhhite hmr. indiabaks hindistanto kendi yaratıcı kaynak tanımla katıksız düpedüz panik iç hikaye anla serbest bırak güç bir yol paylaş",validation
Woody Norris: Hypersonic sound and other inventions,woody norris heyecan ver şey icat et,validation
Noel Bairey Merz: The single biggest health threat women face,noel bairey merzo kadın karşılaş yegane en büyük sağlık tehdit,validation
"Ecologist Eric Berlow doesn't feel overwhelmed when faced with complex systems. He knows that more information can lead to a better, simpler solution. Illustrating the tips and tricks for breaking down big issues, he distills an overwhelming infographic on U.S. strategy in Afghanistan to a few elementary points.",çevrebilimci eric berlow karmaşık sistem karşılaş kendi kaybet daha fazla bilgi daha iyi daha basit çözüm getir bile büyük sorun parçala için ipucu ve hile tasvir ederkend afganistan amerikan strateji üzer yor veri grafik birkaç temel nokta ayrış,validation
Charles Moore: Seas of plastic,charles moored plastik deniz hak,validation
Mick Cornett: How an obese town lost a million pounds,mick cornetto obez bir şehir nasıl kilo kaybet,validation
Zeresenay Alemseged: The search for humanity's roots,zeresenay alemse insan kök araştır,validation
Nigel Marsh: How to make work-life balance work,nigel marshh işçeyah denge nasil saglanir,validation
Richard Preston: The mysterious lives of giant trees,richard presto dev ağaç anlat,validation
Nicholas Christakis: The hidden influence of social networks,nicholas christakis sosyal ağ gizli tesir,validation
Ngozi Okonjo-Iweala: Want to help Africa? Do business here,ngozi okonjioğlapi afrika iş yap anlat,validation
"Terry Moore found out he'd been tying his shoes the wrong way his whole life. In the spirit of he takes the stage to share a better way. (Historical note: This was the very first 3-minute audience talk given from the TED stage, in 2005.)",terry moore hayat boyunca ayakkabı yanlış bağla farket ruhuylad daha iyi bir yol sahne paylaş ötarimsel noto bu 2005 yıl ted dinle ver yalnızca 3 dakika konuş al,validation
"Jane Goodall hasn't found the missing link, but she's come closer than nearly anyone else. The primatologist says the only real difference between humans and chimps is our sophisticated language. She urges us to start using it to change the world.",jane goodall kayıp halka bul değil ama neredeyse herkes daha çok yaklaş primatologi şempanze ve insan ara tek gerçek fark biz geliş dil ol söyle dünya değiş için bu kullan başla teşvik et,validation
Deb Roy: The birth of a word,deb roy bir kelime doğ,validation
"Sharing the results of a massive, worldwide study, geneticist Svante Pääbo shows the DNA proof that early humans mated with Neanderthals after we moved out of Africa. (Yes, many of us have Neanderthal DNA.) He also shows how a tiny bone from a baby finger was enough to identify a whole new humanoid species.",genetisyen svante paabo dünya çap büyük bir çalış sonuç paylaş dna afrika dış göç et sonra önce insan neandertlar ilişki gir kanıtla göster övetde çoğu neandartel dna var.. ayrıca bir bebek parmak küçük bir kemik bütün yeni insan tür tanımla için nasıl yeterli ol da göster,validation
"Philip Zimbardo knows how easy it is for nice people to turn bad. In this talk, he shares insights and graphic unseen photos from the Abu Ghraib trials. Then he talks about the flip side: how easy it is to be a hero, and how we can rise to the challenge.",philip zimbardo sıra insan kolay kötü adam dönüş bile konuş ebu garip dava ile ilgi izlenim ve şimdi kadar gör fotoğraf paylaş ardından da madalyo diğer yüz bahset insan kolay nasıl kahraman ol ve zorlu bir durum nasıl ön çık,validation
Bruce Feiler: The council of dads,bruce feiler baba meclis,validation
"In this accessible talk from TEDxBoston, Richard Resnick shows how cheap and fast genome sequencing is about to turn health care (and insurance, and politics) upside down.  <em>(Filmed at <a href=http://www.ted.com/tedx/events/854>TEDxBoston</a>.)</em>",richard resnick tedxoston yap bu konuş düşük maliyet ve hız bir şekil yap geno dizilim çözümle sağlık hizmet sağlık sigorta ve siyaset nasıl alt üst et bahset,validation
George Whitesides: Toward a science of simplicity,george whitesiset basit bilim doğru,validation
"Microsoft's Stephen Lawler gives a whirlwind tour of Virtual Earth, moving up, down and through its hyper-real cityscapes with dazzlingly fluidity, a remarkable feat that requires staggering amounts of data to bring into focus.",microsoft'tan stephen lawler şaşır büyük veri gerek kayıt değer bir başarı ol virtual earth biz baş dön bir gezi çık büyüle bir akışkan yüksek gerçek sahip şehir ara yukarı çıkıp aşağı in,validation
Philip Zimbardo: The psychology of time,philip zimbardo zaman hak sağlık saptala yap,validation
Cesar Kuriyama: One second every day,cesar kuriyama her gün bir saniye,validation
"How do we find planets -- even habitable planets -- around other stars? By looking for tiny dimming as a planet passes in front of its sun, Fellow Lucianne Walkowicz and the Kepler mission have found some 1,200 potential new planetary systems. With new techniques, they may even find ones with the right conditions for life.",yaşanabilir ol da dahil ol üzere diğer yıldız etraf gezegen nasıl keşfet konuşmacı lucianne walkowici ve kep grup bir gezege kendi güneş ön geçer meydan gel ışık ufak bir azal bak 1.200 fazla olası yeni gezegen sistem keşfet yeni teknik saye yaşam için elverişli şart sahip ol gezegen de keşfet,validation
"Jacqueline Novogratz shares stories of how ""patient capital"" can bring sustainable jobs, goods, services -- and dignity -- to the world's poorest.","jacqueline novogratçı hisar sermaye""nin sür iş hizmet hammadde saygın imkan dünya fakir insan nasıl ulaş anlat",validation
"Every day there are news reports of new health advice, but how can you know if they're right? Doctor and epidemiologist Ben Goldacre shows us, at high speed, the ways evidence can be distorted, from the blindingly obvious nutrition claims to the very subtle tricks of the pharmaceutical industry.",her gün gazete sağlık yaşam için yeni bir öneri gör peki bu doğru ol ol nasıl anla doktor ve epidemisyonelim ben goldacred hız bir sunum biz bariz besle öneri iddia ilaç endüstri yap aldat git örnek kanıt nasıl sap göster,validation
"William Li presents a new way to think about treating cancer and other diseases: anti-angiogenesis, preventing the growth of blood vessels that feed a tumor. The crucial first (and best) step: Eating cancer-fighting foods that cut off the supply lines and beat cancer at its own game.",william li kanser tedavi yeni bir düşünce şekil getir anjiogeneviz yani tümör besle kan damar hedef al önem ol ilk ve en önem adım kanser savaş besin tüket kanser kendi oyun ye,validation
"Why do we like an original painting better than a forgery? Psychologist Paul Bloom argues that human beings are essentialists -- that our beliefs about the history of an object change how we experience it, not simply as an illusion, but as a deep feature of what pleasure (and pain) is.",neden bir tablo asıl sahte daha üstün tutar psikolog paul bloo insan özcü ol iddia et bu da de ki bir nesne tarih ile ilgi inanç o nesne algıla etki bu sebep basit bir yanılsama değil bu tutum zevk ve acı derin bir nitelik ol,validation
"What if you're in surgery and the power goes out? No lights, no oxygen -- and your anesthesia stops flowing. It happens constantly in hospitals throughout the world, turning routine procedures into tragedies. Erica Frenkel demos one solution: the universal anesthesia machine. <em>(Filmed at <a href=http://www.ted.com/tedx/events/1997>TEDxMidAtlantic</a>.)</em>","bir ameliyat iken elektrik git ne yap işık yokd oksijen yok - ve anestezi gaz dur dünya çap sürekli gerçek bu, rutin işlem trajediye çevir erica frenkel bir çözüm sun evrensel anestez makine",validation
"Photographer James Balog shares new image sequences from the Extreme Ice Survey, a network of time-lapse cameras recording glaciers receding at an alarming rate, some of the most vivid evidence yet of climate change.",fotoğrafçı james balogö extrem ice survey ad çalış endişe ver hız geri çek buzul kayıt alt al bu çalış el et yeni görüntü iklim değişik en canlı gösterge ol sun,validation
"Technology is evolving us, says Amber Case, as we become a screen-staring, button-clicking new version of homo sapiens. We now rely on ""external brains"" (cell phones and computers) to communicate, remember, even live out secondary lives. But will these machines ultimately connect or conquer us? Case offers surprising insight into our cyborg selves.",teknoloji saye evrim geç de amber cased insan tür ekranbesyer düğmediklat yeni versiyon hal gel şimdi haberleş hatırla ve hatta ikincil hayat yaşa için hdış beyin öcep telefon ve bilgisayar bel bağla ama bu makine sonunda biz iletişim mi geç yok biz el mi geç konu kendi yarımka benlik şaşır bir bak sağla,validation
Jackie Tabick: The balancing act of compassion,jackie tabicko şefkat duygu dengele,validation
"What should a community do with its unused land? Plant food, of course. With energy and humor, Pam Warhurst tells at the TEDSalon the story of how she and a growing team of volunteers came together to turn plots of unused land into communal vegetable gardens, and to change the narrative of food in their community.",bir yöre halk kullan arazi ne yap yiyecek ek tabii ki pam warhurst tedsalon nasıl kendi beraber gitgide büyü bir gönüllü grup bir ara gel kullan arazi parça yöre halk ait sebze bahçe çevir ve toplum yiyecek hikaye nasıl değiş enerji ve mizah anlat,validation
"When faced with a parent suffering from Alzheimer's, most of us respond with denial (""It won't happen to me"") or extreme efforts at prevention. But global health expert and Fellow Alanna Shaikh sees it differently. She's taking three concrete steps to prepare for the moment -- should it arrive -- when she herself gets Alzheimer's disease.",ebeveynlerimizden biri alzhemier ol gerçek yüzleş çoğu reddet çalış ibben baş gel ya da bu koru için aşırı önlem al çalış ancakd global sağlık uzman ve fellow alan shaikh bu fark karşıla kendi de alzhemir yakala o ana - eğer gel ol - hazırla için üç somut adım ata,validation
Martin Rees: Is this our final century?,martin rees sor : bu biz son yüzyıl mı,validation
Jessa Gamble: Our natural sleep cycle,jessa gamblec doğal uyku döngü,validation
Ray Zahab: My trek to the South Pole,ray zahab ı güney kutup tırman,validation
David Griffin: How photography connects us,david griffin fotoğrafçı biz nasıl birleş üzer,validation
"Jacqueline Novogratz applauds the world's heightened interest in Africa and poverty, but argues persuasively for a new approach.",jacqueline novograt dünya afrika ve yoksul ol art ilgi alkışla fakat ikna et bir şekil yeni bir yaklaşım ön sür,validation
Legendary ocean researcher Sylvia Earle shares astonishing images of the ocean -- and shocking stats about its rapid decline -- as she makes her Prize wish: that we will join her in protecting the vital blue heart of the planet.,okyanus araştır konu adeta bir efsane dönüş ol sylvia earle 2009 ödül kabul ederkend hayret veri okyanus görüntü ve hız bir çök orta koy istatistik eş gezegeniz hayati önem hmavi kalbinif koru konu o kat dile,validation
"Michael Shermer says the human tendency to believe strange things -- from alien abductions to dowsing rods -- boils down to two of the brain's most basic, hard-wired survival skills. He explains what they are, and how they get us into trouble.",michael shermer çiuzayaz taraf kaç su ara çubuk kadar tüm tuhaf olay ol inan beyin en temel ve basit hayat kalma yetenek neden orta çık anlat bu dürtü bahset ve o biz baş ne bela getir göster,validation
Artist Dianna Cohen shares some tough truths about plastic pollution in the ocean and in our lives -- and some thoughts on how to free ourselves from the plastic gyre.,sanatçı dianna cohen okyanus ve hayat plastik kir hak bazı çarp gerçek ve kendi plastik girdap nasıl kurtar hak düşünce paylaş,validation
"MIT researcher Skylar Tibbits works on self-assembly -- the idea that instead of building something (a chair, a skyscraper), we can create materials that build themselves, much the way a strand of DNA zips itself together. It's a big concept at early stages; Tibbits shows us three in-the-lab projects that hint at what a self-assembling future might look like.",mit araştırmacı sky tibbits kendiliğinden kur konu üzer çalış yap -- bu fikir birşey yap ösandal yap veya gökdelen dik gibi yerine bir dna sarmalı kendi sar gibi kendi kendi kur şey oluş temel dayalı bu daha tam ol geliş ancak oldukça önem bir kavramdır bura tibbit henüz laboratuvar çalış aşama ol fakat kendiliğinden kur kavram gelecek hak biz ipucu ver üç proje bahset,validation
"Gever Tulley uses engaging photos and footage to demonstrate the valuable lessons kids learn at his Tinkering School. When given tools, materials and guidance, these young imaginations run wild and creative problem-solving takes over to build unique boats, bridges and even a roller coaster!",gever tulleyd ilgi çeki fotoğraf ve çekim kullan çocuk tamir okul öğren değer ders göster alet malzeme ve rehber ver bu genç muhayyi zincir kır yaratıcı çözüm hareket geç eşsiz tekne köprü ve hatta eğlence tren yap,validation
Inventor Dean Kamen previews the prosthetic arm he’s developing at the request of the US Department of Defense. His quiet commitment to using technology to solve problems -- while honoring the human spirit -- has never been more clear.,mucit dean kamen abd savun bakanlık talep üzer geliş kol protez göster insan ruh onur problem çöz için teknoloji kullanım ol bağ hiç bu kadar açık ol,validation
"Jimmy Wales recalls how he assembled ""a ragtag band of volunteers,"" gave them tools for collaborating and created Wikipedia, the self-organizing, self-correcting, never-finished online encyclopedia.",jimmy wales ayak bir gönüllü grup nasıl bir ara getir o beraber calisma icin gerek arac nasil sagladig ve bu saye kendi kendi örgütle düzel ve kendi sürekli yenile onlin ansiklopedi vikipet nasıl kur anlatiyor,validation
"Onstage at TEDGlobal, Péter Fankhauser demonstrates Rezero, a robot that balances on a ball. Designed and built by a group of engineering students, Rezero is the first ballbot made to move quickly and gracefully -- and even dance.",tedglobal sahne ppter fankhahser bir top üzer denge dur robot rezero göster bir grup mühendis öğrenci taraf tasarla ve geliş rezero hız ve zarafet hareket et ilk ballboto dans bile et,validation
We can use a mosquito's own instincts against her. At TEDxMaastricht speaker Bart Knols demos the imaginative solutions his team is developing to fight malaria -- including limburger cheese and a deadly pill. <em>(Filmed at <a href=http://www.ted.com/tedx/events/2986>TEDxMaastricht</a>.)</em>,bir sivrisinik sezgi kendi karşı kullan tedxmasthircite konuşmacı bart knols sıtma savaş takım geliş yaratıcı çözüm tanı -- bu çözüm ara limburger peynir ve öl bir hap da bulun öted/masyovitar çek,validation
Brian Cox: Why we need the explorers,brian coxo kaşif neden ihtiyaç vari,validation
Danielle de Niese: A flirtatious aria,danielle de niesse cilve arya,validation
Martin Seligman: The new era of positive psychology,martin seligman pozitif psikoloji üzer,validation
