en,tr,split
"Devdutt Pattanaik takes an eye-opening look at the myths of India and of the West -- and shows how these two fundamentally different sets of beliefs about God, death and heaven help us consistently misunderstand one another.","Devdutt Pattanaik, Hindistan’ın ve Batı’nın mitolojilerine gözlerimizi açan bir bakışla yaklaşıyor – ve Tanrı, ölüm ve Cennet hakkında temelde farklı olan bu iki inanç grubunun bizlerin birbirimizi nasıl sürekli yanlış anlamamıza neden olduğunu gösteriyor.",test
"Naming science as his chief inspiration, Mathieu Lehanneur shows a selection of his ingenious designs -- an interactive noise-neutralizing ball, an antibiotic course in one layered pill, asthma treatment that reminds kids to take it, a living air filter, a living-room fish farm and more.","Bilimin ilhamın ana kaynağı olduğunu söyleyen Matthieu Lehanneur hünerli tasarımlarından bir seçki sergiliyor -- bir gürültü-dengeleyen interaktif top, tek katmanlı hap içinde bir antibiyotik yemek, çocuklara bunu almasını hatırlatan astım tedavisi, bir canlı hava filtresi, bir salon balık çiftliği ve fazlası.",test
Mathieu Lehanneur: Science-inspired design,Mathieu Lehanneur `in bilimden esinlenen demoları,test
Rachel Pike: The science behind a climate headline,Rachel Pike: Bir iklim manşetinin arkasındaki bilim,test
Becky  Blanton: The year I was homeless,Becky Blanton: Evsiz olduğum o yıl,test
Rachel Armstrong: Architecture that repairs itself?,Rachel Armstrong: Kendini onaran mimari mi?,test
"An orchestra conductor faces the ultimate leadership challenge: creating perfect harmony without saying a word. In this charming talk, Itay Talgam demonstrates the unique styles of six great 20th-century conductors, illustrating crucial lessons for all leaders.",Bir orkestra şefi büyük bir liderlik problemiyle karşı karşıyadır: Tek söz söylemeden kusursuz  bir harmoni yaratmak. Bu etkileyici konuşmada Italy Talgam tüm liderler için çok önemli dersler çıkararak 20. Yüzyıl'ın altı büyük orkestra şefinin kendine has stillerini gösteriyor.,test
"Henry Markram says the mysteries of the mind can be solved -- soon. Mental illness, memory, perception: they're made of neurons and electric signals, and he plans to find them with a supercomputer that models all the brain's 100,000,000,000,000 synapses.","Henry Markram beynin esrarlarının yakinda çözülebilecegini soyluyor. Akıl hastalığı, hafıza, algı: Bunlar noronlardan ve elektrik sinyallerinden meydana gelmistir ve O, beynin butun 100,000,000,000,000 sinapsını modelleyen super bir bilgisayarla onları bulmayı tasarliyor.",test
"Author Sam Martin shares photos of a quirky world hobby that's trending with the XY set: ""manspaces."" (They're custom-built hangouts where a man can claim a bit of his own territory to work, relax, be himself.) Grab a cold one and enjoy.","Yazar Sam Martin XY serisi ile hobi dünyasının ilginç fotoğraflarını paylaşıyor: ""Erkek yaşam alanı."" (Bir insanın çalışması, dinlenmesi, kendi olabilmesi için kendi bölgesinin bir parçasını talep ettiği özel imal edilmiş mekanlardır). Soğuk birşeyler alıp tadını çıkarın.",test
"Sam Martin: Claim your ""manspace""","Sam Martin: ""Erkek yaşam alanının beklenmedik dünyası""",test
"Beau Lotto's color games puzzle your vision, but they also spotlight what you can't normally see: how your brain works. This fun, first-hand look at your own versatile sense of sight reveals how evolution tints your perception of what's really out there.","Beau Lotto'nun renk oyunları görme duyumuzu sorguluyor, ama aynı zamanda normalde görmediğimiz şeylere ışık tutuyor: beynin nasıl çalıştığı.  Kendi görme duyumuza, bu orjinal eğlenceli ve çok yönlü bakışımız, görme duyumuzun gerçekte karşımızda olan şeyi algılamasında adaptasyonun ne kadar etkili olduğunu ortaya koyuyor.",test
Beau Lotto: Optical illusions show how we see,Beau Lotto: Optik illuzyonlar nasıl gördüğümüzü açıklıyor,test
"Our lives, our cultures, are composed of many overlapping stories. Novelist Chimamanda Adichie tells the story of how she found her authentic cultural voice -- and warns that if we hear only a single story about another person or country, we risk a critical misunderstanding.","Hayatlarımız, kültürlerimiz birbirine geçmiş bir çok hikayeden oluşur. Roman yazarı Chimamanda Adichie, kendi yerel kültürünü nasıl keşfettiğinin hikayesini anlatıyor ve, bir kişi veya ülke hakkında sadece tek bir hikaye duyduğumuzda, edinebileceğimiz yanlış fikirlere karşı bizi uyarıyor.",test
Chimamanda Ngozi Adichie: The danger of a single story,Chimamanda Adichie: Tek hikayenin tehlikesi,test
"Every day, in a city the size of London, 30 million meals are served. But where does all the food come from? Architect Carolyn Steel discusses the daily miracle of feeding a city, and shows how ancient food routes shaped the modern world.","Londra büyüklüğündeki bir şehirde, her gün, 30 milyon öğün servis edilmektedir. Fakat tüm bu yiyecekler nereden gelmektedir? Mimar Carolyn Steel bir şehri beslemenin günlük mucizesini ele alıyor ve antik yiyecek yollarının modern dünyayı nasıl şekillendirdiğini gösteriyor.",test
Carolyn Steel: How food shapes our cities,Carolyn Steel: Yiyecekler şehirlerimizi nasıl şekillendiriyor,test
"Weeks from the Charter for Compassion launch, Karen Armstrong looks at religion's role in the 21st century: Will its dogmas divide us? Or will it unite us for common good? She reviews the catalysts that can drive the world's faiths to rediscover the Golden Rule.","Şefkat Sözleşmesinin hayata geçmesinden haftalar sonra, Karen Armstrong 21. YY'da dinin rolüne bakıyor. Dini dogmalar bizi bölüyor mu? Yada bizi sağduyu altında birleştiriyor mu? Dünya inançlarına Altın Kuralı yeniden keşfettirmeye yöneltecek katalizörleri (hızlandırıcı) tekrar gözden geçiriyor.",test
Tim Brown: Designers -- think big!,Tim Brown tasarimcilari buyuk dusunmeye tesvik ediyor,test
"Taryn Simon exhibits her startling take on photography -- to reveal worlds and people we would never see otherwise. She shares two projects: one documents otherworldly locations typically kept secret from the public, the other involves haunting portraits of men convicted for crimes they did not commit.","Taryn Simon, tüyler ürperten fotoğraflarını, başka türlü asla göremeyeceğimiz dünyaları ve insanları gözler önüne seriyor. Bizimle paylaştığı iki proje var: Biri, halktan gizlenen, başka dünyalara ait mekanların dokümanları, diğeri işlemedikleri suçlardan dolayı hüküm giymiş insanların etkileyici portreleri.",test
Jonathan Zittrain: The Web as random acts of kindness,Jonattan Zittrain: Rastgele iyilikler olarak İnternet,test
Neurologist and author Oliver Sacks brings our attention to Charles Bonnet syndrome -- when visually impaired people experience lucid hallucinations. He describes the experiences of his patients in heartwarming detail and walks us through the biology of this under-reported phenomenon.,"Nörolog ve yazar Oliver Sacks, Charles Bonnett sendromuna --görme duyusu zarar görmüş insanların halüsinasyon görmesi-- dikkatimizi çekiyor. Hastalarının tecrübelerini kalbe dokunan detaylarla anlatıyor ve bizleri bu çok bilinmeyen fenomenin dünyasına götürüyor.",test
Oliver Sacks: What hallucination reveals about our minds,Oliver Sacks: Halüsinasyonun zihnimizle ilgili ortaya çıkardıkları,test
John Lloyd: An inventory of the invisible,John Lloyd görülmeyenin envanterini yapıyor,test
Bjarke Ingels: 3 warp-speed architecture tales,Bjarke Ingels: 3 adet hızlıca anlatılmış mimari hikayesi,test
Lewis Pugh talks about his record-breaking swim across the North Pole. He braved the icy waters (in a Speedo) to highlight the melting icecap. Watch for astonishing footage -- and some blunt commentary on the realities of supercold-water swims.,Lewis Pugh kuzey kutup noktasındaki rekor kıran yüzüşü hakkında konuşuyor. O eriyen buzullara ışık  tutmak için buzlu sulara (hız ölçerle) girme cesaretini gösteriyor. Şaşırtıcı film çekimini ve süper-soğuk sularda yüzme üzerine bazı keskin yorumları dikkatle dinleyin.,test
"Evan Grant demonstrates the science and art of cymatics, a process for making soundwaves visible. Useful for analyzing complex sounds (like dolphin calls), it also makes complex and beautiful designs.","Evan Grant ses dalgalarını görünür hale getirme süreci olan siyamatiğin bilimsel ve sanatsal yönlerini gösteriyor. Karmaşık seslerin analizi için (yunus balıklarının sesleri gibi) kullanışlı olan bu teknikle, karmaşık ve güzel tasarımlar da yapmak mümkün.",test
Natasha Tsakos: A multimedia theatrical adventure,Natasha Tsakos'un multimedya temsili macerası,test
"Career analyst Dan Pink examines the puzzle of motivation, starting with a fact that social scientists know but most managers don't: Traditional rewards aren't always as effective as we think. Listen for illuminating stories -- and maybe, a way forward.","Kariyer analisti Dan Pink, sosyal bilimcilerin bildiği ama yöneticilerin bilmediği bir gerçekten yola çıkarak  motivasyon bilmecesini inceliyor: Geleneksel ödüller düşündüğümüz kadar etkili değildir. Aydınlatıcı hikayeleri -- ve belki de sizi ileri götürecek yolu dinleyin.",test
"Golan Levin, an artist and engineer, uses modern tools -- robotics, new software, cognitive research -- to make artworks that surprise and delight. Watch as sounds become shapes, bodies create paintings, and a curious eye looks back at the curious viewer.","Sanatçı ve mühendis Golan Levin, robot bilimi, yeni yazılımlar, bilişsel araştırma gibi çağdaş araçlar kullanarak şaşırtıcı ve hoş sanatsal çalışmalar yapıyor. Seslerin nasıl şekillere dönüştüğünü, vücut ile nasıl resim yapıldığını ve bir çift meraklı gözün meraklı izleyicilere nasıl baktığını izleyin.",test
"Daniel Kraft demos his Marrow Miner -- a new device that quickly harvests life-saving bone marrow with minimal pain to the donor. He emphasizes that the adult stem cells found in bone marrow can be used to treat many terminal conditions, from Parkinson's to heart disease.","Daniel Kraft Marrow Miner'ı tanıtıyor: Bu, donore minimum acı yaşatan, hastanın hayatını kurtaracak kemik iliği naklinin çok hızlı yapılmasını sağlayan yeni bir icat. Kraft, kemik iliğinde bulunan yetişkin kök hücrenin Parkinson'dan kalp hastalıklarına kadar pek çok ölümcül rahatsızlığın tedavisinde kullanılabiliceğine vurgu yapmakta.",test
Olafur Eliasson: Playing with space and light,Olafur Eliasson: Mekan ve ışıkla oynamak,test
"Drug-resistant bacteria kills, even in top hospitals. But now tough infections like staph and anthrax may be in for a surprise. Nobel-winning chemist Kary Mullis, who watched a friend die when powerful antibiotics failed, unveils a radical new cure that shows extraordinary promise.","İlaca dirençli bakteriler, en iyi hastanelerde bile ölüme sebep oluyorlar. Ancak artık stafilokok ya da şarbon gibi güçlü enfeksiyonlar bile sürprizlerle karşılaşabilirler. Bir arkadaşının kuvvetli antibiyotiklerle tedavi edilmesine rağmen ölmesine tanık olan Nobel ödüllü kimyager Kary Mullis, sıradışı şekilde ümit veren yepyeni radikal bir tedaviyi açıklıyor.",test
"Daniel Libeskind builds on very big ideas. Here, he shares 17 words that underlie his vision for architecture -- raw, risky, emotional, radical -- and that offer inspiration for any bold creative pursuit.","Daniel Libeskind gerçekten büyük fikirler yaratıyor. Burada, kendi mimari vizyonunun temelini oluşturan ve her cesur, yaratıcı arayışa ilham kaynağı olabilecek 17 kelimeyi --ham, riskli, duygusal, radikal --paylaşıyor.",test
Extreme runner Ray Zahab shares an enthusiastic account of his record-breaking trek on foot to the South Pole -- a 33-day sprint through the snow.,"inanılmaz bir koşucu olan Ray Zahab, 33 gün boyunca kar üzerinde yürüyerek rekor kırdığı Güney Kutbu yolcululuğunun ilham verici hikayesini anlatıyor.",test
"Surgeon and inventor Catherine Mohr tours the history of surgery (and its pre-painkiller, pre-antiseptic past), then demos some of the newest tools for surgery through tiny incisions, performed using nimble robot hands. Fascinating -- but not for the squeamish.","Cerrah ve mucit Catherine Mohr cerrahi tarihinden (ve cerrahi öncesi ağrı kesiciler ve antiseptiklerin geçmişinden) bahsediyor, ardından çok küçük kesikler içinden robot eller kullanılarak gerçekleştirilen ameliyatlar için en yeni aletlerden birkaçını gösteriyor. Büyüleyici -- ama midesi hassas olanlar için değil.",test
"While news from Iran streams to the world, Clay Shirky shows how Facebook, Twitter and TXTs help citizens in repressive regimes to report on real news, bypassing censors (however briefly). The end of top-down control of news is changing the nature of politics.","İran'dan gelen haberleri dinlediğimiz bu günlerde, Clay Shirky, Facebook, Twitter ve kısa mesajların, baskıcı rejimlerin vatandaşlarının nasıl gerçek haberleri, (kısa süreliğine de olsa) sansürü atlatarak yayınladığını gösteriyor. Tepeden kontrol edilen haberlerin sonunun gelmiş olması, politikanın tabiatını değiştiriyor.",test
Jane Poynter: Life in Biosphere 2,Jane Poynter: Biyosfer 2'de Yaşam,test
"John La Grou unveils an ingenious new technology that will smarten up the electrical outlets in our homes, using microprocessors and RFID tags. The invention, Safeplug, promises to prevent deadly accidents like house fires -- and to conserve energy.","John La Grou evlerimizde elektirik prizlerini akıllı hale getirecek olan yeni dahice teknolojisini  mikro işlemci ve RFID etiketlerini kullaranak açıklıyor. Buluşu, SafePlug, ev yangınları gibi ölümcül tehlike yaratan kazaları önleyebiliyor - ve enerji tasarrufu sağlıyor.",test
"In this short, optimistic talk from TED2009, Pete Alcorn shares a vision of the world of two centuries from now -- when declining populations and growing opportunity prove Malthus was wrong.","TED2009'un bu kısa, iyimser konuşmasında Pete Alcorn dünyanın iki yüzyıl sonraki haline dair bir vizyon paylaşıyor: Azalan nüfus ve artan fırsatlar Malthus'un haksız olduğunu kanıtlıyor.",test
Pete Alcorn: The world in 2200,Pete Alcorn ile 2200'lerin dünyası üzerine,test
Ray Kurzweil: A university for the coming singularity,Ray Kruzwei: Önümüzdeki tekillik için bir üniversite,test
Liz Coleman: A call to reinvent liberal arts education,Liz Coleman'in liberal eğitimde yeni bir bakış açısına çağrısı,test
"Kaki King, the first female on Rolling Stone's ""guitar god"" list, rocks out to a full live set at TED2008, including her breakout single, ""Playing with Pink Noise."" Jaw-dropping virtuosity meets a guitar technique that truly stands out.","Kaki King Rolling Stone'nun ""guitar god"" listesindeki ilk kadın, patlama yapan single'ı ""Playing with Pink Noise."" dahil TED2008'de canlı sette müzikle kendinden geçiyor. Hayran bırakan sanatı göze çarpan bir gitar tekniği ile buluşuyor.",test
"Kaki King: Playing ""Pink Noise"" on guitar","Kaki king ""Pink Noise"" ile kendinden geçiyor.",test
Jonathan Drori: Why we're storing billions of seeds,Jonathan Drori: Neden milyarlarca tohumu depoluyoruz?,test
"Jay Walker explains why two billion people around the world are trying to learn English. He shares photos and spine-tingling audio of Chinese students rehearsing English -- ""the world's second language"" -- by the thousands.","Jay Walker, dünyanın etrafında iki milyar insanın neden İngilizce öğrenmeye çabaladığını anlatıyor. Aynı anda binlerce Çinli öğrencinin İngilizce'yi - ""dünyanın ikinci dili"" - hatmederken çekilmiş, tüyler ürpertici videolarını ve fotoğraflarını paylaşıyor.",test
Michelle Obama: A plea for education,Michelle Obama'nın eğitim isteği,test
"Carolyn Porco shares exciting new findings from the Cassini spacecraft's recent sweep of one of Saturn's moons, Enceladus. Samples gathered from the moon's icy geysers hint that an ocean under its surface could harbor life.","Carolyn Porco, Cassini uzay aracının Satürn'ün uydularından biri olan Enceladus'tan topladığı heyecan verici yeni bulgularını paylaşıyor. Uydunun buzlu gayzerlerinden toplanan örnekler, yüzeyin altında bulunan okyanusta yaşam olabileceğine dair ipuçları veriyor.",test
"""Bonk"" author Mary Roach delves into obscure scientific research, some of it centuries old, to make 10 surprising claims about sexual climax, ranging from the bizarre to the hilarious. (This talk is aimed at adults. Viewer discretion advised.)","""Bonk"" kitabının yazarı Mary Roach, bilinmeyen, kimisi yüzyıllık bilimsel araştırmaları tarayıp, cinsel doruk ile ilgili 10 değişik şaşırtıcı iddia ortaya atıyor -- bazısı tuhaf, bazısı komik. (Bu konuşma yetişkinler içindir. İhtiyatlı olunması önerilir.)",test
"One-of-a-kind R&B group Naturally 7 beatboxes an orchestra's worth of instruments to groove through their smooth single, ""Fly Baby.""","Türünün tek örneği R&B grubu Naturally 7, sadece seslerini kullanarak keyifli single'ları ""Uç bebek""i bir orkestranın bütün enstrümanlarının kıvraklığını yaşatarak seslendiriyor.",test
"Nandan Nilekani, the visionary co-founder of outsourcing pioneer Infosys, explains four brands of ideas that will determine whether India can continue its recent breakneck progress.","Dış kaynak öncüsü Infosys`in hayalperest CEO`su Nandan Nilekani, Hindistan’ın son zamanlardaki çok hızlı gelişimini sürdürüp sürdüremeyeceğini belirleyecek olan dört asamali düşünceyi açıklıyor.",test
Nandan Nilekani: Ideas for India's future,Hindistan'ın geleceği için Nandan Nilekani'nin fikirleri,test
"Seth Godin argues the Internet has ended mass marketing and revived a human social unit from the distant past: tribes. Founded on shared ideas and values, tribes give ordinary people the power to lead and make big change. He urges us to do so.","Seth Godin Internet'in kitlesel pazarlamanın sonunu getirdiğini ve çok öncelerden aşina olunan insani bir sosyal birimin dirilttiğini öne sürüyor. Ortak fikir ve değerler üstüne kurulan kabileler sıradan kişilere önderlik etme ve böylelikle büyük değişiklikler yapmak için güç sağlıyor. Seth Godin, bizi de böyle bu şekilde hareket etmeye teşvik ediyor.",test
Al Gore: What comes after An Inconvenient Truth?,Al Gore iklim değişikliğindeki son eğilimler konusunda uyarıyor,test
"Louise Fresco shows us why we should celebrate mass-produced, supermarket-style white bread. She says environmentally sound mass production will feed the world, yet leave a role for small bakeries and traditional methods.",Louise Fresco bize  süpermarket tarzı beyaz ekmeklerin seri üretimlerini neden desteklememiz gerektiğini gösterecek. Küçük fırınların ve geleneksel metodların bir gün rollerini bırakacağını ve çevreye duyarlı seri üretimlerin tüm dünyayı doyuracağını söylüyor.,test
Louise Fresco: We need to feed the whole world,Louise Fresco tüm dünyayı doyuruyor.,test
"In this hilariously lively performance, actress Sarah Jones channels an opinionated elderly Jewish woman, a fast-talking Dominican college student and more, giving TED2009 just a sample of her spectacular character range.","Bu coşkulu canlı performansta, oyuncu Sarah Jones, sabit fikirli yaşlı bir Yahudi kadından, hızlı konuşan Dominik asıllı kolej öğrencisine kadar daha birçok muhteşem karakterler zincirini TED2009'a kısa örnekler ile sunuyor.",test
Ben Katchor: Comics of bygone New York,Ben Katchor'ın eski New York karikatürleri,test
Nate Silver: Does racism affect how you vote?,Nate Silver: Irk oyları etkiliyor mu?,test
Niels Diffrient: Rethinking the way we sit down,Niels Diffrient oturma şeklimizi yeniden düşünüyor,test
"In this talk from University 2009, veteran rock climber Matthew Childs shares nine pointers for rock climbing. These handy tips bear on an effective life at sea level, too.","Üniversitesi 2009'un bu konuşmasında emekli kaya tırmanışçısı Matthew Childs, kaya tırmanışı ile ilgili dokuz önemli konudan bahsediyor. Bu pratik ipuçları deniz seviyesindeki etkin bir yaşam için de geçerli.",test
Matthew Childs: 9 life lessons from rock climbing,Matthew Childs'ın kaya tırmanışından çıkarttığı 9 hayat dersi,test
JoAnn Kuchera-Morin: Stunning data visualization in the AlloSphere,JoAnn Kuchera-Morin AlloSphere gezintisi yapıyor,test
"Bruce Bueno de Mesquita uses mathematical analysis to predict (very often correctly) such messy human events as war, political power shifts, Intifada ... After a crisp explanation of how he does it, he offers three predictions on the future of Iran.","Bruce Bueno de Mesquita, matematiksel analizi kullanarak, savaş, siyasal iktidar değişimleri, ya da intifada gibi olayları, çoğunlukla da doğru şekilde, tahmin ediyor. Bu tahminleri nasıl yaptığını açıkladıktan sonra, İran'ın geleceği hakkında üç öngörüde bulunuyor",test
Bruce Bueno de Mesquita: A prediction for the future of Iran,Bruce Bueno de Mesquita İran'ın geleceğini öngörüyor,test
Jacek Utko: Can design save newspapers?,"Jacek Utko soruyor: Tasarım, gazeteleri kurtarabilir mi?",test
David Pogue: Cool tricks your phone can do,David Pogue ile telefon hileleri üzerine.,test
"Researcher Kamal Meattle shows how an arrangement of three common houseplants, used in specific spots in a home or office building, can result in measurably cleaner indoor air.",Araştırmacı Kamal Meattle evlerin ve işyerlerinin belirli bölgelerine konulacak üç tür yaygın saksı bitkileri ile kapalı alanların nasıl ölçülebilir düzeyde temizlenebileceğini gösteriyor.,test
"Bruce McCall paints a future that never happened -- full of flying cars, polo-playing tanks and the RMS Tyrannic, ""The Biggest Thing in All the World."" At Serious Play '08, he narrates a brisk and funny slideshow of his faux-nostalgic art.","Bruc McCall hiç gerçekleşmemiş bir geleceği resmediyor -- uçan arabalarla, polo-oynayan tanklarla ve RMS Tyrannic, ""Tüm Dünyadaki En Büyük Şeyle"" dolu bir gelecek. Serious Play 08'de yapay-nostaljik sanatını,hareketli ve komik bir slayt sunusuymuşçasına anlatıyor.",test
Bruce McCall: What is faux nostalgia?,Bruce McCall'un yapay nostaljisi,test
"Dan Dennett: Cute, sexy, sweet, funny","Dan Dennet : Şirin , seksi , tatlı , komik",test
Tim Berners-Lee: The next web,Tim Berners-Lee: Bir Sonraki Ağ Üzerine,test
"This demo -- from Pattie Maes' lab at MIT, spearheaded by Pranav Mistry -- was the buzz of TED. It's a wearable device with a projector that paves the way for profound interaction with our environment. Imagine ""Minority Report"" and then some.","Pattie Maes'in MIT'deki laboratuarında Pranav Mistry önderliğinde geliştirilen bu teknoloji TED'in en heyecan verici olayıydı. Üzerinize giyilebilen ve çevrenizle çok derin bir etkileşim kurmanın yolunu açacak projektörlü bir cihaz bu. ""Azınlık Raporu"" filmini düşünün, sonra biraz daha ilerisini hayal edin.",test
Don Norman: 3 ways good design makes you happy,"Don Norman, tasarımın insani mutlu eden 3 yolunu anlatiyor.",test
"A unique ecosystem of plants, birds and monkeys thrives in the treetops of the rainforest. Nalini Nadkarni explores these canopy worlds -- and shares her findings with the world below, through dance, art and bold partnerships.","Yağmur ormanlarının ağaç tepelerinde, bitkilerin, kuşların ve maymunların eşsiz bir ekosistemi. Nalini Nadkarni bu orman tepe örtüsü dünyalarını araştırıyor -- ve bulduklarını aşağıdaki dünya ile dans, sanat ve çarpıcı ortaklıklar formunda paylaşıyor.",test
"By piecing together a complex ecological puzzle, biologist Willie Smits believes he has found a way to re-grow clearcut rainforest in Borneo, saving local orangutans -- and creating a thrilling blueprint for restoring fragile ecosystems. <b>UPDATE: December 2012: The core content of this talk has been challenged on a number of grounds. For details, and for Willie Smits' response to these criticisms, please see <a href=""https://www.ted.com/pages/791"">this page</a>.</b>","Biyolog Willie Smits, yerel orangutanları korumak için karmaşık bir ekolojik yap-bozun parçalarını bir araya getirerek, Borneo'daki dümdüz edilmiş yağmur ormanlarını tekrar yetiştirecek bir yol buldu ve narin ekosistemleri hayata döndürecek nefes kesici bir plan oluşturmuş oldu.",test
"In the year leading up to this talk, the web tool Twitter exploded in size (up 10x during 2008 alone). Co-founder Evan Williams reveals that many of the ideas driving that growth came from unexpected uses invented by the users themselves.",Twitter ufacık notları ve anlık grafiksel iletişimi ile kendine küçük bir ordu oluşturdu. Kurucu ortak Evan Williams kullanıcılardan öğrendiği bazı şaşırtıcı şeyleri açıklıyor ve bunun işlerini nasıl ileriye taşıdığını anlatıyor.,test
"In this illuminating talk, Richard Pyle shows us thriving life on the cliffs of coral reefs and groundbreaking diving technologies he has pioneered to explore it. He and his team risk everything to reveal the secrets of undiscovered species.",Bu aydınlatıcı konuşmasında Richard Pyle bize mercan resiflerinin falezlerinde gelişen yaşamı ve bu yaşamı keşfetmek için öncülük ettiği çığır açan dalış teknolojilerini gösteriyor. O ve takımı keşfedilmemiş türlerin sırlarını ortaya çıkarmak için her şeyi riske atıyor.,test
"The SETI Institute's Jill Tarter makes her Prize wish: to accelerate our search for cosmic company. Using a growing array of radio telescopes, she and her team listen for patterns that may be a sign of intelligence elsewhere in the universe.","SETI Enstitüsü'nden Jill Tarter'ın aldığı Ödülü'nden tek bir dileği var: kozmik arkadaşlara ilişkin araştırmamızın hızlandırılması. Büyüyen bir radyo teleskop dizisini kullanarak, o ve takımı evrenin bambaşka bir yerindeki bir tür zekanın göstergesi olabilecek ses paternlerini dinliyor.",test
"Even as mega-banks topple, Juan Enriquez says the big reboot is yet to come. But don't look for it on your ballot -- or in the stock exchange. It'll come from science labs, and it promises keener bodies and minds. Our kids are going to be ... different.","Mega-bankalar dahi bu kadar sendelerken, Juan Enriquez büyük yenilenmenin henüz başlamadığını söylüyor. ""Ama bu büyük yenilik için oy pusulalarınıza veya menkul değerler borsasına bakmanıza gerek yok. Bu büyük yenilenme bizlere hevesli/zeki akıl ve vücutları vaat eden bilimsel labarotuvarlardan gelecek. Bizim çocuklarımız FARKLI  olacaklar...""",test
"Barry Schwartz makes a passionate call for ""practical wisdom"" as an antidote to a society gone mad with bureaucracy. He argues powerfully that rules often fail us, incentives often backfire, and practical, everyday wisdom will help rebuild our world.","Barry Schwartz, bürokrasi yüzünden çılgınlığa süreklenmiş toplumumuza bir çare olarak bizi ""pratik bilgeliğe"" davet ediyor. Kuralların bizi yanılttığını, primlerin ve ödüllerin geri teptiğini; bu yüzden pratik, gündelik bilgeliğin dünyamızı yeniden kurmamıza yardımcı olacağını savunuyor.",test
David Merrill: Toy tiles that talk to each other,David Merrill düşünebilen oyuncaklar olan Siftable'ları tanıtıyor,test
"From the archives: The legendary graphic designer Milton Glaser dives deep into a new painting inspired by Piero della Francesca. From here, he muses on what makes a convincing poster, by breaking down an idea and making it new.","arşivlerinden: Efsanevi grafik tasarımcısı Milton Glaser, Piero della Francesca'dan esinlenilen yeni bir resmin derinliklerine dalmaktadır. Buradan hareketle Milton Glaser bir fikri parçalayarak ve yenileyerek, onu neyin/nelerin ikna edici bir postere dönüştürdüğü üzerine konuşmaktadır.",test
"Elizabeth Gilbert muses on the impossible things we expect from artists and geniuses -- and shares the radical idea that, instead of the rare person ""being"" a genius, all of us ""have"" a genius. It's a funny, personal and surprisingly moving talk.","Elizabeth Gilbert, sanatçılara ve dehalara imkansız özellikler atfetmemiz üzerine konuşup, radikal bir fikri savunuyor: Nadir bulunan bu insanların ""dahi"" demek yerine, ""dehanın"" onlara geldiğini söylemek gerekir. Komik, kişisel ve etkileyeci bir konuşma.",test
"Bill Gates hopes to solve some of the world's biggest problems using a new kind of philanthropy. In a passionate and, yes, funny 18 minutes, he asks us to consider two big questions and how we might answer them. (And see the Q&A on the Blog.)","Bill Gates dünyanın en önemli sorunlarını yeni bir yardımseverlik çeşidi ile çözmeyi amaçlıyor. 18 dakikalık eğlenceli ve hevesli bir sunumuyla Gates, dikkatimizi 2 önemli soruna çekiyor ve nasıl çözümleyebileceğimizi anlatıyor.",test
Joe DeRisi: Solving medical mysteries,Joe DeRisi'nin ViroScan'ı tıbbi gizemleri çözüyor,test
"In this archive video from 1998, paralympic sprinter Aimee Mullins talks about her record-setting career as a runner, and about the amazing carbon-fiber prosthetic legs (then a prototype) that helped her cross the finish line.","1998'in arşivinden, engelliler olimpiyatı kısa mesafe koşucusu Aimee Mullins koşucu olarak kariyerindeki rekorları ve inanılmaz karbon-fiber protez bacaklarının (daha sonra prototipinin) bitiş çizgisini geçmesine yardım edişini anlatıyor.",test
Sherwin Nuland: The extraordinary power of ordinary people,Sherwin Nuland: Umut üzerine,test
Jamais Cascio: Tools for a better world,"Jamais Cascio, Daha İyi Bir Dünya Yaratmak İçin Araçlar",test
David Carson: Design and discovery,"David Carson'la tasarım, keşif ve mizah",test
"Batch to batch, crust to crust ... In tribute to the beloved staple food, baking master Peter Reinhart reflects on the cordial couplings (wheat and yeast, starch and heat) that give us our daily bread. Try not to eat a slice.","Bir fırın ekmek, bir kuru ekmek ... En sevilen temel gıdanın şerefine, pişirme ustası, Peter Reinhart gündelik ekmeğimizi bize sağlayan can verici birleşim (buğday ve maya, nişasta ve ısı) hakkında, bizi derin düşüncelere sevk ediyor. Bir dilim bile yememeye çalışın.",test
"In this unmissable look at the magic of comics, Scott McCloud bends the presentation format into a cartoon-like experience, where colorful diversions whiz through childhood fascinations and imagined futures that our eyes can hear and touch.","Çizgi roman büyüsüne kaçırılmaması gereken bu bakışta Scott McCloud, sunum biçimini çizgi romana benzeterek içinde rengarenk eğlenceler, çocukluk tutkuları ve gözlerimizin işitip dokunabildiği düşlenmiş gelecekler için yer buluyor.",test
Greg Lynn talks about the mathematical roots of architecture -- and how calculus and digital tools allow modern designers to move beyond the traditional building forms. A glorious church in Queens (and a titanium tea set) illustrate his theory.,"Greg Lynn, mimarinin matematik temelleri ve modern tasarımcıların kalkülüs ve dijital araçların yardımıyla geleneksel inşa biçimlerinin ötesine nasıl geçtikleri üzerine konuşuyor. Queens'te bulunan görkemli bir kilise ( ve bir titanyum çay takımı ) ile teorisini resmediyor.",test
