en,tr,split
"As political turmoil in Yemen continues, the editor of the Yemen Times, Nadia Al-Sakkaf, talks at TEDGlobal with host Pat Mitchell. Al-Sakkaf's independent, English-language paper is vital for sharing news -- and for sharing a new vision of Yemen and of that country's women as equal partners in work and change.","Yemen'deki politik kargaşa devam ederken, the Yemen Times gazetesi editörü, Nadia Al-Sakkaf, TEDGlobal'da sunucu Pat Mitchell ile  konuşuyor. Al-Sakkaf'ın İngilizce yayımlanan bağımsız gazetesi, haberleri paylaşmak, Yemen ve iş alanında ve değişimde eşit ortak olan ülke kadınlarının yeni bir vizyonunu paylaşmak açısından çok önem taşıyor.",train
"One day, Ed Gavagan was sitting on the subway, watching two young med students practicing their knots. And a powerful memory washed over him -- of one shocking moment that changed his life forever. An unforgettable story of crime, skill and gratitude.","Bir gün, Ed Gavagan metroda otururken, iki tıp öğrencisini düğümler üzerinde çalışırken izler ve derin bir hatırası orada kendini şiddetli bir şekilde tekrar hatırlatır. Hayatını sonsuza dek değiştiren şok edici bir an. Suçun, yeteneğin ve minettarlığın unutulmaz hikayesi.",train
John Hunter: Teaching with the World Peace Game,World Peace Game ile John Hunter,train
"Elizabeth Lesser: Take ""the Other"" to lunch","Elizabeth Lesse: ""Ötekiyle"" Öğle Yemeğine Çıkın",train
"What if every light bulb in the world could also transmit data? At TEDGlobal, Harald Haas demonstrates, for the first time, a device that could do exactly that. By flickering the light from a single LED, a change too quick for the human eye to detect, he can transmit far more data than a cellular tower -- and do it in a way that's more efficient, secure and widespread.","Ya dünyadaki bütün lambalar aynı zamanda veri de transfer edebilselerdi? Harald Haas, aynen bu işi yapabilecek bir cihazı ilk kez Global'de gösteriyor. LED'in ışığını titreştirerek, insan gözünün algılayabileceğinden çok hızlı bir şekilde, bir telsiz direğinden çok daha fazla veriyi transfer edebiliyor. Ve onu daha verimli, güvenli ve yaygın yapabiliyor.",train
"Physiatrist and engineer Todd Kuiken is building a prosthetic arm that connects with the human nervous system -- improving motion, control and even feeling. Onstage, patient Amanda Kitts helps demonstrate this next-gen robotic arm.","Doktor ve mühendis Todd Kuiken, insan sinir sistemine bağlanabilen kol protezleri imal ediyor, böylelikle hareket, kontrol ve hatta hisleri geri kazandırabiliyor. Hastası Amanda Kitts, sahnede bu yeni nesil robot kolunu tanıtıyor.",train
Harald Haas: Wireless data from every light bulb,Harald Haas: Bütün lambalardan kablosuz veri,train
"Hailed as the greatest pickpocket in the world, Apollo Robbins studies the quirks of human behavior as he steals your watch. In a hilarious demonstration, Robbins samples the buffet of the TEDGlobal 2013 audience, showing how the flaws in our perception make it possible to swipe a wallet and leave it on its owner’s shoulder while they remain clueless.","Dünyadaki en iyi yankesici olarak bilinen Apollo Robbins, saatinizi çalarken insan davranışının acayipliklerini gözler önüne seriyor. Bu eğlenceli gösteride Robbins, TEDGlobal 2013'ün soyulmaya aday izleyicilerinden birini sahneye çıkararak algımızdaki noksanlıkların bir cüzdanın aşırılmasını nasıl mümkün kıldığını ve kimsenin haberi olmadan aynı cüzdanın sahibinin omzuna nasıl bırakılabileceğini gösteriyor.",train
"Speaking at in 1998, Rev. Billy Graham marvels at technology's power to improve lives and change the world -- but says the end of evil, suffering and death will come only after the world accepts Christ. A legendary talk from TED's archives.","1998'de TED'de konuşan Sayın Billy Graham teknolojinin yaşamı geliştirmedeki ve dünyayı değiştirmedeki gücüne hayret ediyor- ancak kötülüğün, acının ve ölümün son bulmasının dünyanın İsa'yı kabul etmesine bağlı olduğuna da konuşmasına ekliyor. arşivlerinden efsanevi bir konuşma.",train
Ben Goldacre: What doctors don't know about the drugs they prescribe,Ben Goldacre: Doktorların reçete yazarken bilmedikleri şeyler,train
Michael Shermer: Why people believe weird things,Micheal Shermer garip şeylere inanmak üzerine konuşuyor,train
Saul Griffith: High-altitude wind energy from kites!,Saul Griffith: Yenilenebilir enerjinin geleceği olarak uçurtmalar,train
"Noah Feldman makes a searing case that both politics and religion -- whatever their differences -- are similar technologies, designed to efficiently connect and manage any group of people.",Noah Feldman´den hararetli bir konu: politika ve din (aralarındaki fark her ne ise) insanları verimli bir biçimde birbirine baglamak ve yönetmek için dizayn edilmiş benzer teknolojilerdir.,train
"Psychopathic killers are the basis for some must-watch TV, but what really makes them tick? Neuroscientist Jim Fallon talks about brain scans and genetic analysis that may uncover the rotten wiring in the nature (and nurture) of murderers. In a too-strange-for-fiction twist, he shares a fascinating family history that makes his work chillingly personal.","Psikopat katiller kaçırılmaması gereken televizyon programlarının başında geliyor, peki ya onları gerçekten harekete geçiren ne? Nörobilimci Jim Fallon, katillerin doğasındaki (ve ortaya çıkışlarındaki) çürümüş yapıyı açığa çıkartabilecek beyin röntgenleri ve genetik analizlerden bahsediyor. Çalışmasını, kurgu olamayacak kadar garip ve de ürpertici bir biçimde kişiselleştiren şaşırtıcı bir aile geçmişini de paylaşıyor.",train
"Some of the world's most baffling social problems, says Peter Eigen, can be traced to systematic, pervasive government corruption, hand-in-glove with global companies. In his talk, Eigen describes the thrilling counter-attack led by his organization Transparency International. <em>(Filmed at <a href=http://www.ted.com/tedx/events/103>TEDxBerlin</a>.)</em>","Peter Eigen, dünyanın en şaşırtıcı sosyal sorunlarının izlerinin, bizi, küresel şirketlerle el ele vermiş yozlaşmış hükümetlere çıkarabileceğini söylüyor. TEDxBerlin'deki konuşmasında Eigen, organizasyonu Transparency International [Uluslararası Şeffaflık] tarafından yürütülen heyecan verici karşı saldırıyı anlatıyor.",train
Rives tells a typographical fairy tale that's short and bittersweet ;),"Rives - Bravo Special ""Ironic Iconic America"" yıldızı -- kısa ve acı-tatlı bir tipografik peri masalını anlatıyor.",train
William Kamkwamba: How I harnessed the wind,William Kamkwamba: Rüzgarı nasıl dizginledim,train
"It takes an entire civilization to build a toaster. Designer Thomas Thwaites found out the hard way, by attempting to build one from scratch: mining ore for steel, deriving plastic from oil ... it's frankly amazing he got as far as he got. A parable of our interconnected society, for designers and consumers alike.","Bir tost makinesi yapmak için medeniyetin tamamına ihtiyaç vardır. Tasarımcı Thomas Thwaites bunu zor yoldan öğrendi, sıfırdan bir tane yapmaya kalkışarak: çelik için maden cevheri çıkardı, petrolü plastiğe dönüştürdü ... doğrusu geldiği noktaya varabilmesi inanılmaz. Her şeyin birbirine bağlı olduğu toplumumuz için kıssadan hisse, tasarımcılar kadar tüketiciler için de.",train
"We believe that we should work to be happy, but could that be backwards? In this fast-moving and entertaining talk, psychologist Shawn Achor argues that actually happiness inspires productivity. <em>(Filmed at <a href=http://www.ted.com/tedx/events/663>TEDxBloomington</a>.)</em>","Mutlu olmak için çalışmamız gerektiğine inanırız, peki bunun tersi mümkün mü? TEDxBloomington'da yapılan bu sürükleyici ve eğlenceli konuşmada psikolog Shawn Achor mutluluğun üretkenliği arttırdığını ileri sürüyor.",train
"When Lesley Hazleton was writing a biography of Muhammad, she was struck by something: The night he received the revelation of the Koran, according to early accounts, his first reaction was doubt, awe, even fear. And yet this experience became the bedrock of his belief. Hazleton calls for a new appreciation of doubt and questioning as the foundation of faith -- and an end to fundamentalism of all kinds.","Lesley Hazleton Muhammed'in biyografisini yazarken, gördüğü şey karşısında şaşırmıştı: Muhammed Kur'an için ilk vahiyini aldığında ilk tepkisi şüphe, huşu hatta korku olmuştu. Ve bu deneyimi, inancının belkemiği haline gelmişti. Hazleton şüpheye karşı yeni yaklaşımıyla, şüpheyi inancın temeli ve her türlü köktendinciliğin sonu olarak sorguluyor .",train
Judy MacDonald Johnston: Prepare for a good end of life,Judy MacDonald Johnston: Güzel bir ölüme hazırlanın,train
"Lisa Gansky: The future of business is the ""mesh""","Lisa Gansky: Şirketlerin geleceği: ""elek"".",train
"In this passionate talk, legendary spacecraft designer Burt Rutan lambasts the US government-funded space program for stagnating and asks entrepreneurs to pick up where NASA has left off.","Bu hararetli konuşmada, efsanevi uzay aracı tasarımcısı Burt Rutan, ABD hükümeti destekli uzay programını yerinde saymakla suçluyor ve girişimcileri NASA' nın kaldığı yerden devam etmeye çağırıyor.",train
Thelma Golden: How art gives shape to cultural change,Thelma Golden: Sanatın kültürel değişimi şekillendirmesi,train
Charles Anderson: Dragonflies that fly across oceans,Charles Anderson yusufçukların okyanusları katettiğini keşfediyor.,train
"Leah Buechley: How to ""sketch"" with electronics","Leah Buechley: Elektronik ""çizim""",train
David Gallo: Underwater astonishments,David Gallo sualtının şaşırtıcılıklarını gösteriyor,train
Evgeny Morozov: How the Net aids dictatorships,Evgeny Morozov: Internet Orwell'in korktuğu şey mi?,train
Charles Limb: Building the musical muscle,Charles Limb: Müzik kasını geliştirmek,train
"Have we used up all our resources? Have we filled up all the livable space on Earth? Paul Gilding suggests we have, and the possibility of devastating consequences, in a talk that's equal parts terrifying and, oddly, hopeful.","Tüm kaynaklarımızı tükettik mi? Yeryüzündeki tüm yaşanabilir alanları doldurduk mu? Paul Gilding eşit ölçüde ürkütücü ve, gariptir ki, umut dolu bir konuşmada, öyle yaptığımızı öne sürüyor ve olası yıkıcı sonuçlarından bahsediyor.",train
"Nathaniel Kahn shares clips from his documentary ""My Architect,"" about his quest to understand his father, the legendary architect Louis Kahn. It's a film with meaning to anyone who seeks to understand the relationship between art and love.","Nathaniel Khan babası efsane mimar Louis Kahn'nı arayışını anlattığı ""Mimarım"" belgeselinden klipleri paylaşıyor. Sevgi ve sanat arasındaki ilişkiyi anlamaya çalışan insanlar için anlamlı bir film.",train
"Susan Lim: Transplant cells, not organs","Susan Lim: Hücreleri naklet, organları değil",train
"Rural villages worldwide are being deserted, as billions of people flock to cities to live in teeming squatter camps and slums. Stewart Brand says this is a good thing. Why? It’ll take you 3 minutes to find out.","Dünya üzerinde kırsal bölgeler terkediliyor, milyarlarca insan gecekondu bölgelerinde ya da kenar mahallelerde yaşamak için şehirlere akın ediyorlar. Stewart Brand bunun iyi bir şey olduğunu söylüyor. Neden mi? Bunu nedenini 3 dakika içinde anlayacaksınız.",train
Aditi Shankardass: A second opinion on developmental disorders,Aditi Shankardass: Öğrenme bozuklukları üzerine ikinci bir fikir,train
"Starting with the simple tale of an ant, philosopher Dan Dennett unleashes a devastating salvo of ideas, making a powerful case for the existence of memes -- concepts that are literally alive.","Bir karıncanın basit öyküsünden yola çıkarak, filozof Dan Dennett'tan, kelimenin gerçek anlamıyla ""canlı"" olan düşüncelerin varlığına dair ikna edici bir konuşma.",train
Jody Williams: A realistic vision for world peace,Jody Williams: Dünya barışı için gerçekçi bir görüş,train
Michael Green: Why we should build wooden skyscrapers,Michael Green: Neden ahşap gökdelenler inşa etmeliyiz,train
Ben Cameron: The true power of the performing arts,Ben Cameron: Sahne sanatlarının gerçek gücü,train
Malcolm London: “High School Training Ground”,Malcolm London: Lise eğitim alanı,train
"Mihaly Csikszentmihalyi: Flow, the secret to happiness",Mihaly Csikszentmihalyi: Akış üzerine,train
Emily Oster: Flip your thinking on AIDS in Africa,Emily Oster Afrika'daki AIDS sorunu hakkındaki fikirlerimizi tepetaklak ediyor,train
Richard Dawkins: Why the universe seems so strange,"Richard Dawkins ile ""tuhaf"" evrenimiz üzerine",train
Hans Rosling unveils new data visuals that untangle the complex risk factors of one of the world's deadliest (and most misunderstood) diseases: HIV. He argues that preventing transmissions -- not drug treatments -- is the key to ending the epidemic.,Hans Rosling dünyanın en ölümcül ve en yanlış anlaşılan hastalığı HIV ile ilgili kompleks risk faktörlerini yeni görsel data sunumunu ile ortaya koyuyor; bu epideminin sonlandırılması için anahtar ilaç tedavileri değil yeni bulaşların önlenmesidir...,train
"Sam Martin: Claim your ""manspace""","Sam Martin: ""Erkek yaşam alanının beklenmedik dünyası""",train
Lewis Pugh: How I swam the North Pole,Lewis Pugh Kuzey Kutbu'nda yüzüyor,train
Liza Donnelly: Drawing on humor for change,Liza Donnely: Mizahi değişim için kullanmak,train
"In an emotionally charged talk, MacArthur-winning activist Majora Carter details her fight for environmental justice in the South Bronx -- and shows how minority neighborhoods suffer most from flawed urban policy.",MacArthur-eylemci Majora Carter Detaylar Güney Bronx çevre adalet onun mücadele kazanan bir duygusal ücret konuşmak - ve nasıl azınlık mahalleleri hatalı kentsel politika en fazla zarar gösterir.,train
James Hansen: Why I must speak out about climate change,James Hansen: Neden iklim değişikliğiyle ilgili sesimi çıkarmak zorundayım,train
Ann Cooper: What's wrong with school lunches,Ann Cooper okullardaki öğle yemekleri hakkında konuşuyor,train
"With stunning photos and stories, National Geographic Explorer Wade Davis celebrates the extraordinary diversity of the world's indigenous cultures, which are disappearing from the planet at an alarming rate.","Çarpıcı fotoğraf ve öyküleri ile, National Geographic Araştırmacısı Wade Davis, bu gezegenden bir endişe oranında yok olmakta olan, dünyanın en yerli kültürlerinin olağanüstü çeşitliliğini kutluyor.",train
"Product designer Eben Bayer reveals his recipe for a new, fungus-based packaging material that protects fragile stuff like furniture, plasma screens -- and the environment.","Ürün tasarımcısı Eben Bayer mobilya, plasma televizyonlar -- ve çevre gibi kırılgan şeyleri koruyabilecek, mantar bazlı bir paketleme maddesi tarifini açıklıyor.",train
"Zainab Salbi: Women, wartime and the dream of peace","Zainab Salbi: Kadınlar, savaş zamanıı ve barış hayali",train
"Damon Horowitz: We need a ""moral operating system""","Damon Horowitz bir ""ahlaki işletim sistemi"" çağrısı yapıyor",train
"Musician and inventor Onyx Ashanti demonstrates ""beatjazz"" -- his music created with two handheld controllers, an iPhone and a mouthpiece, and played with the entire body. At TED's Full Spectrum Auditions, after locking in his beats and loops, he plays a 3-minute song that shares his vision for the future of music.","Müzisyen ve kaşif Onys Ashanti iki taşınabilir kontroller, biri iPhone ve diğeri ağızlık ile yarattığı ""beatjazz"" i gösteriyor ve tüm vücudu ile çalıyor.TED'in Full Spectrum Auditions'ında, ritimlerini ve loopları oluşturduktan sonra, müziğin geleceği için  kendi vizyonunu paylaştığı 3 dakikalık şarkıyı çalıyor.",train
Clay Shirky: How the Internet will (one day) transform government,Clay Shirky: İnternet (eninde sonunda) yönetimi nasıl değiştirecek?,train
"Nathan Myhrvold and team's latest inventions -- as brilliant as they are bold -- remind us that the world needs wild creativity to tackle big problems like malaria. And just as that idea sinks in, he rolls out a live demo of a new, mosquito-zapping gizmo you have to see to believe.","Nathan Myhrvold ve takımının son buluşları-- cesur oldukları kadar zekiler de-- dünyanın malaria örneği gibi büyük sorunlarını çözmek için çılgınca yaratıcılığa ihtiyaç duyduğunu anımsatıyor. Tam da bu fikir yok olurken, Nathan Myhrold canlı bir demonstrasyon  ile görmeden inanmakta güçlük çekeceğiniz bu yeni sivrisinek vurucu aletini ortaya çıkarıyor.",train
Adam Spencer: Why I fell in love with monster prime numbers,Adam Spencer: Neden dev asal sayılara aşık oldum,train
Alan Kay: A powerful ideas about ideas,Alan Kay'in düşünceler hakkındaki fikri,train
"In his home of Namibia, John Kasaona is working on an innovative way to protect endangered animal species: giving nearby villagers (including former poachers) responsibility for caring for the animals. And it's working.","John Kasaona, ana yurdu Namibya'da türü tükenen hayvanları korumak için yenilikçi bir yol geliştirdi: sorumluluğu çevre köylerde yaşayanlara (çoğu eski kaçak avcı) vererek. Üstelik, işe yarıyor.",train
"In the pitch-black night, stung by jellyfish, choking on salt water, singing to herself, hallucinating … Diana Nyad just kept on swimming. And that's how she finally achieved her lifetime goal as an athlete: an extreme 100-mile swim from Cuba to Florida -- at age 64. Hear her story.","Alacakaranlıkta, denizanaları tarafından sokulmuş, tuzlu suda boğulan, kendi kendine şarkı söyleyen, halüsinasyon gören... Diana Nyad yüzmeye devam etti. Bir atlet olarak hayati boyunca hayalini kurduğu şeye böyle ulaştı: Küba'dan Florida'ya 160 kilometrelik mesafeyi yüzerek geçmek. -- 64 yaşında. Hikayesini dinleyin.",train
"Beau Lotto + Amy O'Toole: Science is for everyone, kids included","Beau Lotto + Amy O’Toole: Bilim herkes içindir, çocuklar da dahil",train
"Jeff Han shows off a cheap, scalable multi-touch and pressure-sensitive computer screen interface that may spell the end of point-and-click.","Jeff Han ucuz, büyütülebilir çoklu dokunmatik ve dokunmaya duyarlı bilgisayar ekranı arayüzünü tanıtıyor, bu aynı zamanda ""işaretle ve tıkla"" sözünün de sonu olabilir.",train
"Paul Zak: Trust, morality -- and oxytocin?","Paul Zak: Güven, ahlak -- ve oksitosin",train
Pranav Mistry: The thrilling potential of SixthSense technology,Pranav Mistry: AltıncıHis teknolojisinin heyecan verici potansiyeli,train
"Nobel Peace Prize winner Leymah Gbowee has two powerful stories to tell -- of her own life's transformation, and of the untapped potential of girls around the world. Can we transform the world by unlocking the greatness of girls?","Nobel Barış Ödülü sahibi Leymah Gbowee'nin anlatacak nice etkileyici öyküsü var. Kendi hayatının nasıl dönüştüğününe ve dünyadaki kız çocuklarının heba olan potansiyeline dair öyküler. Kız çocuklarının içindeki yüceliği ortaya çıkartmak, dünyayı değiştirebilir mi?",train
Richard Turere: My invention that made peace with lions,Richard Turere: Aslanlarla barışmamızı sağlayan icadım,train
Alex Tabarrok: How ideas trump crises,Alex Tabarrok fikirlerin krizler üzerinde nasıl baskın çıktığını açıklıyor.,train
Daphne Bavelier: Your brain on video games,Daphne Bavelier: Bilgisayar oyunlarındaki beyniniz,train
"Humorist John Hodgman rambles through a new story about aliens, physics, time, space and the way all of these somehow contribute to a sweet, perfect memory of falling in love.","Komedyen John Hodgman uzaylılar, fizik, zaman, uzay ve bunların bir şekilde nasıl tatlı ve harika bir aşk anısına katkı sağladığı üzerine konuşuyor.",train
Reggie Watts’ beats defy boxes. Unplug your logic board and watch as he blends poetry and crosses musical genres in this larger-than-life performance.,Reggie Watts beat box'a meydan okuyor. Mantığınızı aşın ve şiirle kesişen müzik türlerini karıştırmasını bu hayattan-geniş performansta izleyin.,train
Hawa Abdi + Deqo Mohamed: Mother and daughter doctor-heroes,Anne ve Kız Kahraman Doktorlar : Hawa Abdi + Deqo Mohammed,train
Simon Sinek: How great leaders inspire action,Simon Sinek: Mükemmel liderler bir harekete nasıl ilham verirler,train
"Dean Ornish talks about simple, low-tech and low-cost ways to take advantage of the body's natural desire to heal itself.","Dean Ornish bedenin doğal kendini sağaltım arzusunun avantajını kullanmanın basit, düşük teknolojili ve düşük maliyetli yollarından bahsediyor.",train
"Plants behave in some oddly intelligent ways: fighting predators, maximizing food opportunities ... But can we think of them as actually having a form of intelligence of their own? Italian botanist Stefano Mancuso presents intriguing evidence.","Bitkiler bazen tuhaf akılcı tavırlar sergiliyorlar: yırtıcılarla savaşıyor, besin fırsatlarını maksimize ediyorlar... Ancak onları gerçekten kendi zeka formlarına sahip olarak düşünebilir miyiz? İtalyan botanist Stefano Mancuso [bu konuda] büyüleyici kanıtlar sunuyor.",train
"The future of green is local -- and entrepreneurial. In her talk, Majora Carter brings us the stories of three people who are saving their own communities while saving the planet. Call it ""hometown security."" <em>(Filmed at <a href=http://www.ted.com/tedx/events/712>TEDxMidWest</a>.)</em>","Yeşilliğin geleceği,yereldir.-- TEDxMidwest'de,Majora Carter,bize,gezegeni korurken,kendi toplumlarını da koruyan üç insanın hikayesini getiriyor.Ona ''ülke güvencesi'' deyin.",train
<i>Mona Lisa</i> is one of the best-known faces on the planet. But would you recognize an image of Leonardo da Vinci? Illustrator Siegfried Woldhek uses some thoughtful image-analysis techniques to find what he believes is the true face of Leonardo.,Mona Lisa gezegendeki en tanınmış yüzlerden birisi. Fakat bir Leonardo da Vinci resmini ayırdedebilir miydiniz? Ressam Siegfried Woldhek Leonardo'nun gerçek yüzü olduğuna inandığı resmi bulmak için birkaç özenli resim analiz tekniklerini kullanıyor.,train
"It's never easy to get across the magnitude of complex tragedies -- so when Brenda Brathwite's daughter came home from school asking about slavery, she did what she does for a living -- she designed a game. At TEDxPhoenix she describes the surprising effectiveness of this game, and others, in helping the player really understand the story. <em>(Filmed at <a href=http://www.ted.com/tedx/events/2504>TEDxPhoenix</a>.)</em>","Karmaşık trajedilerin önemini aktarmak hiçbir zaman kolay değildir. Kızı okuldan eve döndüğünde ve kölelikle ilgili sorular sormaya başladığında, Brenda Brathwite geçimini sağlamak için yaptığı şeyi yaptı, bir oyun tasarladı. TEDxPhoenix'de bu ve bunun gibi oyunların oyuncunun hikayeyi iyi anlamasındaki beklenmedik etkisini anlatıyor. (TEDxPhoenix'de filme alındı.)",train
"Less than 10% of plastic trash is recycled -- compared to almost 90% of metals -- because of the massively complicated problem of finding and sorting the different kinds. Frustrated by this waste, Mike Biddle has developed a cheap and incredibly energy efficient plant that can, and does, recycle any kind of plastic. <a href=""http://blog.ted.com/2012/10/22/a-better-way-to-recycle-plastics-mike-biddle-replies-to-questions-and-comments-about-his-2011-tedtalk"">Read Mike's responses to questions about this talk.</a>","Plastik malzemelerin çeşitlerini tespit etmek ve ayırmak oldukça karmaşık olduğundan, plastik atıkların sadece %10'undan daha azı geri dönüştürülmektedir. Bu oran metallerde ise %90 civarındadır. Bu israfa üzülen ve dur demek isteyen Mike Biddle, her çeşitten plastiği geri dönüştürebilen düşük maliyetli ve inanılmaz enerji tasarruflu bir tesis geliştirdi.",train
Charity Tillemann-Dick: Singing after a double lung transplant,Charity Tilleman-Dick: Çift taraflı akciğer naklini takiben şarkı söylüyor,train
"Peter Tyack of Woods Hole talks about a hidden wonder of the sea: underwater sound. Onstage at Mission Blue, he explains the amazing ways whales use sound and song to communicate across hundreds of miles of ocean.","Woods Hole' dan Peter Tyack  denizin saklı mucizesi hakkında konuşuyor : sualtı melodisi. Mission Blue sahnesinde, okyanusun yüzlerce mil içinde balinaların iletişim kurmak için melodi ve şarkıları kullandığı ilginç yöntemleri anlatıyor.",train
"A third of the world watched live as the World Trade Center collapsed on September 11, 2001; a third more heard about it within 24 hours. (Do you remember where you were?) So exhibits at the soon-to-open 9/11 Memorial Museum will reflect the diversity of the world's experiences of that day. In a moving talk, designer Jake Barton gives a peek at some of those installations, as well as several other projects that aim to make the observer an active participant in the exhibit.","Dünyanın üçte biri 11 Eylül 2001 tarihinde Dünya Ticaret Merkezi'nin yerle bir oluşunu canlı izledi; üçte biri 24 saat içinde olaydan haberdar oldu. (Siz nerdeydiniz; hatırlıyor musunuz?) Yakında açılacak olan 9/11 anıtı da o gün yaşanmış farklı tecrübeleri sergisinde bu soru ile biraraya getirecek. Tasarımcı Jake Barton,bu araçlarından ve galerideki ziyaretçiyi aktif bir katılımcı haline getirmeyi amaçlayan projeleriyle dinleyenleri kısa ama heyecanlı bir yolculuğa çıkarıyor.",train
JP Rangaswami: Information is food,JP Rangaswami: Bilgi besindir,train
Charmian Gooch: Meet global corruption's hidden players,Charmian Gooch: Küresel yozlaşmanın gizli oyuncularıyla tanışın.,train
Daniel H. Cohen: For argument’s sake,Daniel H.Cohen: Tartışmanın hatrına,train
William McDonough: Cradle to cradle design,William McDonough'la beşikten beşiğe tasarım,train
"Hans Rosling had a question: Do some religions have a higher birth rate than others -- and how does this affect global population growth? Speaking at the TEDxSummit in Doha, Qatar, he graphs data over time and across religions. With his trademark humor and sharp insight, Hans reaches a surprising conclusion on world fertility rates.","Hans Rosling'in bir sorusu var: Bazı dinler diğerlerine göre daha yüksek doğum oranına mı sahip ve bu dünya nüfusunu nasıl etkiliyor? TEDxSummit Doha, Katar'da grafiklerle dinler arası değişimleri gösteriyor. Kendine özgü esprili dili ve keskin öngörüsüyle Hans, dünya nüfusu hakkında şaşırtıcı bir sonuca varıyor.",train
Alwar Balasubramaniam: Art of substance and absence,Alwar Balasubramaniam: Varlık ve yokluk sanatı,train
Anders Ynnerman: Visualizing the medical data explosion,Anders Ynnerman: Tıbbi veri patlamasını görüntülemek,train
Traditional lab tests for disease diagnosis can be too expensive and cumbersome for the regions most in need. George Whitesides' ingenious answer is a foolproof tool that can be manufactured at virtually zero cost. <em>(Filmed at <a href=http://www.ted.com/tedx/events/9>TEDxBoston</a>.)</em>,"Hastalık teşhisleri icin geleneksel laboratuar testleri bunlara en çok ihtiyaç duyan bölgeler icin çok pahalı ve kullanışsız olabilir. George Whiteside'ın dahice cevabı nerdeyse maliyetsiz olarak üretilen ve kusursuz olan bir araç, TEDxBoston'da.",train
"David Byrne, Ethel + Thomas Dolby: ""(Nothing But) Flowers"" with string quartet","Daid Bryne ""(Nothing But) Flowers"" (""(Yalnızca) Çiçekler"") i söylüyor.",train
Jay Walker: My library of human imagination,Jay Walker'ın insani hayalgücü kütüphanesi,train
David Pogue: Simplicity sells,"David Pogue: ""Sadelik satar.""",train
"The feeling of security and the reality of security don't always match, says computer-security expert Bruce Schneier. In his talk, he explains why we spend billions addressing news story risks, like the ""security theater"" now playing at your local airport, while neglecting more probable risks -- and how we can break this pattern. <em>(Filmed at <a href=http://www.ted.com/tedx/events/950>TEDxPSU</a>.)</em>","Bilgisayar güvenlik uzmanu Bruce Schneier'ın dediğine göre güvende olma duygusu ve gerçekten güvende olma her zaman birbirine uymayabilir. TEDxPSU konuşmasında, haberlerde gördüğümüz tehlikelerden korunmak için neden milyonlar harcayıp da, daha muhtemel tehlikeleri göz ardı ediyor olduğumuzu açıklıyor -- ve bu tavrı nasıl değiştirebileceğimiz anlatıyor.",train
"It's amazing what a rigged game of Monopoly can reveal. In this entertaining but sobering talk, social psychologist Paul Piff shares his research into how people behave when they feel wealthy. (Hint: badly.) But while the problem of inequality is a complex and daunting challenge, there's good news too. (Filmed at TEDxMarin.)","Hileli bir Monopoly oyununun ortaya çıkarabilecekleri inanılmaz. Bu eğlenceli ve uyarıcı konuşmada, sosyal psikolog Paul Piff, insanların zengin hissettiğinde nasıl davrandıkları hakkındaki araştırmasını paylaşıyor. (İpucu: kötü bir şekilde). Eşitsizlik probleminin karmaşık ve ürkütücü olmasında rağmen, iyi haberler de var. (TEDxMarin'de çekilmiştir.)",train
Daniel Goldstein: The battle between your present and future self,Daniel Goldstein: Bugünkü ve gelecekteki benliğimizin mücadelesi.,train
"Image-maker Alexander Tsiaras shares a powerful medical visualization, showing human development from conception to birth and beyond. (Some graphic images.)",Görüntü yapımcısı Alexander Tsiaras döllenmeden doğuma kadar geçen sürede insan gelişimini gösteren çok güçlü bi medikal görseli bizimle paylaşıyor. (Grafik resimlerle),train
"Mark Applebaum writes music that breaks the rules in fantastic ways, composing a concerto for a florist and crafting a musical instrument from junk and found objects. This quirky talk might just inspire you to shake up the “rules” of your own creative work. (<i>Filmed at TEDxStanford.</i>)","Mark Applebaum inanılmaz bir şekilde kalıpları kırarak müzik besteliyor, bir çiçekçi için konçerto oluşturarak ve bulduğu ve işe yaramayan nesnelerle enstrüman üreterek. Bu alışılmadık konuşma kendi yaratıcı işinizde bazı kalıpları kırarak size ilham verebilir.  (TEDxStanford tarafından kayda alınmıştır.)",train
"Eduardo Paes is the mayor of Rio de Janeiro, a sprawling, complicated, beautiful city of 6.5 million. He shares four big ideas about leading Rio -- and all cities -- into the future, including bold (and do-able) infrastructure upgrades and how to make a city ""smarter.""","Eduardo Paes, 6.5 milyonluk büyüyen, karmaşık, güzel bir şehir olan Rio de Janeiro'nun belediye başkanıdır. Gelecekte Rio'yu -- ve tüm şehirleri-- yönetme konusunda cesur (yapıl-a-bilir) altyapı güncellemeleri ve bir şehri ""daha akıllı"" yapmak konusunda dört büyük fikri paylaşıyor",train
Dimitar Sasselov: How we found hundreds of potential Earth-like planets,Dimitar Sasselov: Nasıl yüzlerce dünya benzeri gezegen bulduk,train
