en,tr
Deborah Gordon: The emergent genius of ant colonies,Deborah Gordon karıncaları eşeliyor
"Investor and prankster Yossi Vardi delivers a ballsy lecture on the dangers of blogging. Specifically, for men.","Yatırımcı ve muzip Yossi Vardi, blog tutmanın tehlikeleri üzerine tedbirli bir ders veriyor. Özellikle, erkekler için."
Yossi Vardi: We're worried about local warming ... in your lap,Yossi Vardi yerel ısınmayla savaşıyor
"Author and activist Isabel Allende discusses women, creativity, the definition of feminism -- and, of course, passion -- in this talk.","Yazar ve aktivist Isabel Allende, bu konuşmada kadınlardan, yaratıcılıktan, feminizmin anlamından --ve elbette tutkudan-- bahsediyor."
Isabel Allende: Tales of passion,Isabel Allende tutku hikayeleri anlatıyor.
"At U, Gever Tulley, founder of the Tinkering School, spells out 5 dangerous things you should let your kids do -- and why a little danger is good for both kids and grownups.","Tinkering Okulu'nun kurucusu, çocuklarınızın yapmasına izin vermeniz gereken 5 tehlikeli şeyi ayrıntılarıyla açıklıyor. Üniversitesi 2007"
Gever Tulley: 5 dangerous things you should let your kids do,Gever Tulley: Çocuklar için 5 tehlikeli şey
"Lakshmi Pratury remembers the lost art of letter-writing and shares a series of notes her father wrote to her before he died. Her short but heartfelt talk may inspire you to set pen to paper, too.",Lakshmi Pratury unutulan mektup yazma sanatını hatırlatıyor ve ölmeden önce babasının ona yazdığı bir dizi notu paylaşıyor. Kısa ama içten konuşması belki sizi de kaleminizi alıp yazmaya telkin edebilir.
Lakshmi Pratury: The lost art of letter-writing,Lakshmi Pratury ile mektup yazma üzerine
"Daniel Goleman, author of <em>Emotional Intelligence</em>, asks why we aren't more compassionate more of the time.",Duygusal Zeka'nın yazarı Daniel Goleman çoğu zaman niçin daha fazla şefkatli olmadığımızı anlatıyor.
Daniel Goleman: Why aren't we more compassionate?,Daniel Goleman ile şefkat üzerine
"In a lively show, mathemagician Arthur Benjamin races a team of calculators to figure out 3-digit squares, solves another massive mental equation and guesses a few birthdays. How does he do it? He’ll tell you.","Hareketli bir gösteride, matematik sihirbazı Arthur Benjamin hesap makineli bir takımla, 3 basamaklı sayıların karesini bulma konusunda yarışıyor, zorlayıcı bir zihinsel denklemi çözüyor ve birkaç da doğum günü tahmininde bulunuyor. Nasıl mı yapıyor? Size açıklayacak."
"Arthur Benjamin: A performance of ""Mathemagic""","Arthur Benjamin'in ""Matematik Sihri"""
"In this energizing talk, Amory Lovins lays out his simple plan for weaning the US off oil and revitalizing the economy.","Enerji veren bu konuşmada, Amory Lovins, ABD yi petrole olan bağımlılığından kopartacak ve ekonomiyi tekrar canlandıracak olan, basit planını gözler önüne seriyor..."
Amory Lovins: Winning the oil endgame,Amory Lovins: Petrol oyununun sonunda kazanma üzerine...
"Armed with a sense of humor and laypeople's terms, Nobel winner Murray Gell-Mann drops some knowledge on TEDsters about particle physics, asking questions like, Are elegant equations more likely to be right than inelegant ones?","Nobel ödüllü Murray Gell-Mann, mizah anlayışı ve herkesin anlayacağı terimlerle dolu bir şekilde, ""Zarif denklemler, zarif olmayanlara göre daha mı doğrudur"" gibi sorular sorarak, ""TEDci""lere parçacık fiziği hakkında bilgi serpiştiriyor."
"Murray Gell-Mann: Beauty, truth and ... physics?",Murray Gell-Mann Fizik'te Güzellik ve Gerçeklik hakkında
"Designer Philippe Starck -- with no pretty slides to show -- spends 18 minutes reaching for the very roots of the question ""Why design?"" Listen carefully for one perfect mantra for all of us, genius or not.","Tasarımcı Philippe Starck, harika slaytlar göstermeden, ""Neden tasarım?"" sorusunun tam köküne ulaşarak için 18 dakika harcıyor. Hepimize kusursuz bir mantra için dikkatle dinleyin; dâhi ya da değil."
Philippe Starck: Design and destiny,Philippe Starck tasarımı derinlemesine düşünüyor.
Biologist Robert Full shares slo-mo video of some captivating critters. Take a closer look at the spiny legs that allow cockroaches to scuttle across mesh and the nanobristle-packed feet that let geckos to run straight up walls.,Biyolog Robert Full bazı büyüleyici yaratıkların yavaşlatılmış videolarını paylaşıyor. Hamam böceklerinin ağlardan kaçabilmelerini sağlayan dikenli bacaklara ve kertenkelelerin duvarda koşabilmelerini sağlayan nano kıllarla dolu ayaklara yakından bakalım.
Robert Full: The sticky wonder of gecko feet,Robert Full - Hayvan Hareketleri
"We've known about global warming for 50 years and done little about it, says Google.org director Larry Brilliant. In spite of this and other depressing trends, he's optimistic and tells us why. From Skoll World Forum, Oxford, UK, www.skollfoundation.org","50 yıldır küresel ısınma sorunuyla karşı karşıya olduğumuzu biliyoruz, ancak bu konuda çok az şey yaptık, diyor Google.org direktörü Larry Brilliant. Buna ve diğer can sıkıcı eğilimlere rağmen, kendisi oldukça iyimser ve bize bunun nedenini açıklıyor. Skoll World Forum, Oxford, İngiltere, www.skollfoundation.org adresinden alınmıştır."
Larry Brilliant: The case for optimism,Larry Brilliant iyimserliği savunuyor
"Juan Enriquez challenges our definition of bioenergy. Oil, coal, gas and other hydrocarbons are not chemical but biological products, based on plant matter -- and thus, growable. Our whole approach to fuel, he argues, needs to change.","Juan Enriquez bilinen biyoenerji tanımına meydan okuyor. Petrol, kömür, doğalgaz ve diğer hidrokarbonlar kimyasal ürünler değil, bitki özüne dayalı ve dolayısıyla yetiştirilebilir biolojik ürünlerdir.Ona göre yakıta olan yaklaşımımız bütünüyle değişmelidir."
Juan Enriquez: Using biology to rethink the energy challenge,Juan Enriquez enerji yetiştirmek istiyor
"Environmental scientist David Keith proposes a cheap, effective, shocking means to address climate change: What if we injected a huge cloud of ash into the atmosphere to deflect sunlight and heat?","Doğa bilimci olan David Keith, iklim değişimini sorununun üzerine gitmek için ucuz, etkili ve şok edici yöntemler öneriyor: Eğer büyük bir toz bulutunu, güneş ışınlarını ve ısısını engellemek için atmosfere salsak ne olur?"
David Keith: A critical look at geoengineering against climate change,David Keith'in iklim değişimi hakkındaki şaşırtıcı fikirleri
"Paul Rothemund writes code that causes DNA to arrange itself into a star, a smiley face and more. Sure, it's a stunt, but it's also a demonstration of self-assembly at the smallest of scales -- with vast implications for the future of making things.","Paul Rothemund DNA'nın kendisini bir yıldız, bir gülen yüz ve daha birçok şekle sokabilmesini sağlayan kodlar yazıyor. Tabii ki, bu bir gösteri; fakat aynı zamanda, gelecekte bir şeyler üretmek için ""en küçük parçacık seviyesinde kendiliğinden düzen alma"" konusuna da büyük bir örnek."
Paul Rothemund: Playing with DNA that self-assembles,Paul Rothemund DNA ile büyü yapıyor.
"Lawrence Lessig, the Net’s most celebrated lawyer, cites John Philip Sousa, celestial copyrights and the ""ASCAP cartel"" in his argument for reviving our creative culture.","İnternet'in en ünlü avukatı Larry Lessig, yaratıcı kültürü canlandırma konulu görüş bildiriminde, John Philip Souza, kutsal telif hakları ve ""ASCAP karteli""nden bahsediyor."
Lawrence Lessig: Laws that choke creativity,Larry Lessig yasaların yaratıcılığı boğduğunu söylüyor.
"What is happiness, and how can we all get some? Biochemist turned Buddhist monk Matthieu Ricard says we can train our minds in habits of well-being, to generate a true sense of serenity and fulfillment.","Mutluluk nedir ve nasıl hepimiz ondan bir parça alabiliriz? Biyokimyagerlikten Budist keşişliğe geçen Matthieu Ricard, mutluluk alışkanlıkları konusunda zihinlerimizi eğiterek gerçek bir huzur ve tatmin hissi yaratabileceğimizi söylüyor."
Matthieu Ricard: The habits of happiness,Matthieu Ricard'dan mutluluk alışkanlıkları üzerine
"Surgeon and author Sherwin Nuland discusses the development of electroshock therapy as a cure for severe, life-threatening depression -- including his own. It’s a moving and heartfelt talk about relief, redemption and second chances.","Cerrah ve yazar Sherwin Nuland kendisininki de dahil olmak üzere ağır, hayati tehlike arzeden depresyonun tedavi yöntemi olarak elektroşok terapisinin gelişimini tartışıyor. Dertten kurtulma, rahatlama ve ikincil şanslar hakkında dokunaklı ve samimi bir konuşma."
Sherwin Nuland: How electroshock therapy changed me,Sherwin Nuland'la Elektroşok Terapisi Üzerine
"Vilayanur Ramachandran tells us what brain damage can reveal about the connection between celebral tissue and the mind, using three startling delusions as examples.",Vilayanur Ramachandran üç şaşırtıcı yanılsama örneğiyle beyin hasarlarının beyin dokusu ile akıl arasındaki ilişkiyle ilgili neleri ortaya çıkarabileceğini anlatıyor.
VS Ramachandran: 3 clues to understanding your brain,Vilayanur Ramachandran'dan zihnimiz üzerine
Nokia researcher Jan Chipchase's investigation into the ways we interact with technology has led him from the villages of Uganda to the insides of our pockets. He's made some unexpected discoveries along the way.,"Nokia araştırmacısı Jan Chipchase'in teknoloji ile etkileştiğimiz yollar hakkında yaptığı araştırma, onu Uganda'nın köylerinden ceplerimizin içerisine kadar götürdü. O bu yolculuk sırasında beklenmeyen bazı buluşlar yaptı."
Jan Chipchase: The anthropology of mobile phones,Jan Chipchase cep telefonlarımız üzerine
"Author and illustrator Maira Kalman talks about her life and work, from her covers for The New Yorker to her books for children and grown-ups. She is as wonderful, as wise and as deliciously off-kilter in person as she is on paper.","Yazar ve çizer olan Maria Kalman hayatından ve işinden, New Yorker için hazırladığı kapaklar dan çocuklar ve yetişkinler için yazdığı kitaplarından bahsediyor. Kitaplarında olduğu gibi, kişiliğinde de şahane, akıllı ve umarsız bir hoşluktadır."
Maira Kalman: The illustrated woman,"Maria Kalman, resmedilen Kadın"
"Hod Lipson demonstrates a few of his cool little robots, which have the ability to learn, understand themselves and even self-replicate.","Hod Lipson öğrenebilen, kendi kendini anlayan ve hatta kendisini kopyalayabilen enteresan robotlarından birkaçını sergiliyor."
"Hod Lipson: Building ""self-aware"" robots","Hod Lipson ""bilinçli"" robotlar yapıyor"
"Richard Branson talks to TED's Chris Anderson about the ups and the downs of his career, from his multibillionaire success to his multiple near-death experiences -- and reveals some of his (very surprising) motivations.","Richard Branson, TED'den Chris Anderson'a kariyerindeki iniş çıkışlardan, multimilyarlık başarılarından ,bir çok kez ölüme yaklaştığı deneyimlerden bahsediyor, ve de bazı çok şaşırtıcı motivasyonlarını anlatıyor."
"Richard Branson: Life at 30,000 feet","Richard Branson'un 30,000 feetteki hayatı"
"Planetary scientist Carolyn Porco shows images from the Cassini voyage to Saturn, focusing on its largest moon, Titan, and on frozen Enceladus, which seems to shoot jets of ice.","Gezegen bilimci Carolyn Porco,en büyük uydusu olan Titan'a ve  buz ışınları fırlatan donmuş Enceladus'e odaklanarak, Saturn'e yapılan Cassini yolculuğundan fotoğraflar gösteriyor."
Carolyn Porco: This is Saturn,Carolyn Porco bizi Saturn'e uçuruyor.
"Paul MacCready -- aircraft designer, environmentalist, and lifelong lover of flight -- talks about his long career.","Paul MacCready -- uçak tasarımcısı, çevreci ve bir uçuş aşığı -- uzun kariyeri hakkında konuşuyor."
Paul MacCready: A flight on solar wings,Paul MacCready solar kanatlarla uçuyor
"The MIT Media Lab's John Maeda lives at the intersection of technology and art, a place that can get very complicated. Here he talks about paring down to basics.","MIT Media Labs'dan John Maeda, teknolojiyle sanatın kesiştiği yerde yaşıyor, oldukça karmaşık bir yerde. Konuşmasında temele inmekten bahsediyor."
John Maeda: Designing for simplicity,John Maeda'yla basitlik üzerine
Paleoanthropologist Zeresenay Alemseged looks for the roots of humanity in Ethiopia's badlands. Here he talks about finding the oldest skeleton of a humanoid child -- and how Africa holds the clues to our humanity.,"Paleoantropolojist Zeresenay Alemseged Etiyopya'nın çorak bayırlarında insanlığın köklerini araştırıyor. Bu konuşmada,insansı bir çocuğa ait en eski iskeletin bulunmasından ve Afrika'nın insanlığa ait izleri nasıl taşıdığından bahsediyor."
Zeresenay Alemseged: The search for humanity's roots,Zeresenay Alemseged insanlığın köklerini araştırıyor.
"Filmmaker Deborah Scranton talks about and shows clips from her documentary The War Tapes, which puts cameras in the hands of soldiers fighting in Iraq.","Film yapımcısı Deborah Scranton, Irak'ta savaşan askerlerin kayda aldığı görüntülerden oluşan belgeseli ""Savaş Teypleri"" hakkında konuşuyor."
Deborah Scranton: An Iraq war movie crowd-sourced from soldiers,"Deborah Scranton'ın ""Savaş Teypleri"" üzerine"
"Steven Pinker charts the decline of violence from Biblical times to the present, and argues that, though it may seem illogical and even obscene, given Iraq and Darfur, we are living in the most peaceful time in our species' existence.","Steven Pinker, arkaik dönemlerden günümüze şiddetin düşüş grafiğini çiziyor. Her ne kadar Irak ve Darfur bağlamında mantıksız ve ağıza alınamaz görünse de, türümüzün varolduğu süre içindeki en barışçıl zaman diliminde yaşadığımızı ileri sürüyor."
Steven Pinker: The surprising decline in violence,Steven Pinker'la şiddet efsanesi üzerine
"In an exclusive preview of his book <i>The Stuff of Thought</i>, Steven Pinker looks at language and how it expresses what goes on in our minds -- and how the words we choose communicate much more than we realize.","Steven Pinker, ""Düşünme Araçları"" kitabının özel bir tanıtımı olarak, dilimizin, aklımızdan geçenleri nasıl ifade ettiğine ve seçtiğimiz kelimelerin aslında bizim sandığımızdan daha fazla iletişim kurduklarına dikkat çekiyor."
Steven Pinker: What our language habits reveal,Steven Pinker dil ve düşünce hakkında
Artist Theo Jansen demonstrates the amazingly lifelike kinetic sculptures he builds from plastic tubes and lemonade bottles. His creatures are designed to move -- and even survive -- on their own.,"Sanatçı Theo Jansen, plastik tüpler ve limonata şişelerinden yaptığı şaşırtıcı derecede canlıya benzeyen hareketli modelleri tanıtıyor. Bu yaratıklar hareket etmek ve hatta tek başına hayatta kalmak için tasarlandı."
"Theo Jansen: My creations, a new form of life",Theo Jansen yeni yaratıklar meydana getiriyor
"In this provocative talk, journalist Andrew Mwenda asks us to reframe the ""African question"" -- to look beyond the media's stories of poverty, civil war and helplessness and see the opportunities for creating wealth and happiness throughout the continent.","Andrew Mwenda, bu provakatif konuşmasında bizlerden ""Afrika meselesini"" yeni bir çerçeveye oturtarak - medyanın yoksulluk, iç savaş ve çaresizlik hikayelerinin ötesine bakmamızı ve kıtanın tamamında zenginlik ve mutluluk yaratacak fırsatları görmemizi istiyor."
Andrew Mwenda: Aid for Africa? No thanks.,Andrew Mwenda Afrikaya yeni bir bakış getiriyor
"Is the beloved paper dictionary doomed to extinction? In this infectiously exuberant talk, leading lexicographer Erin McKean looks at the many ways today's print dictionary is poised for transformation.","Değerli kağıt sözlükler yok olmaya mahkum mu? Sizi kendine çeken bu coşkulu konuşmada, önde gelen sözlükbilimcilerden Erin McKean günümüz yazılı sözlüğünün dönüşüm için hazır olduğu bir çok noktayı göz önüne seriyor."
Erin McKean: The joy of lexicography,Erin McKean sözlüğü yeniden tanımlıyor
Inventor Dean Kamen previews the prosthetic arm he’s developing at the request of the US Department of Defense. His quiet commitment to using technology to solve problems -- while honoring the human spirit -- has never been more clear.,Mucit Dean Kamen ABD Savunma Bakanlığı'nın talebi üzerine geliştirdiği kol protezini gösteriyor. İnsan ruhunu onurlandırırken  problemleri çözmek için teknoloji kullanımına olan bağlılığı hiç bu kadar açık olmamıştı.
"Dean Kamen: Luke, a new prosthetic arm for soldiers",Dean Kamen yeni bir kol protezini gösteriyor
"South African singer-songwriter Vusi Mahlasela dedicates his song, ""Thula Mama,"" to all women -- and especially his grandmother.","Güney Afrikalı şarkıcı-şarkı sözü yazarı Vusi Mahlasela şarkısı ""Thula Mama,"" yı polis tarafından uygulanan ırk ayrımı karşısında heyacan verici cesaret gösteren büyük annesi için özel bir sebeple adıyor. Onun hikayesi, sesi, müziği ile diliniz tutulacak."
"Vusi Mahlasela: ""Thula Mama""","Vusi Mahlasela ""Thula Mama"" yı söylüyor."
"Jacqueline Novogratz shares stories of how ""patient capital"" can bring sustainable jobs, goods, services -- and dignity -- to the world's poorest.","Jacqueline Novogratz, ""sabırlı sermaye""nin sürdürülebilir iş, hizmet, hammadde-ve saygınlık- imkanlarının dünyadaki fakir insanlara nasıl ulaştırılabileceğini anlatıyor."
Jacqueline Novogratz: Patient capitalism,Jacqueline Novogratz sabırlı kapitalizm üzerine konuşuyor
South African investment banker Euvin Naidoo explains why investing in Africa can make great business sense.,"Güney Afrikalı yatırım bankacısı Euvin Naidoo, Afrika'da yatırım yapmanın neden büyük iş fırsatına dönebileceğini açıklıyor."
Euvin Naidoo: Why invest in Africa,"Euvin Naidoo, Afrika'da yatırım yapmak üzerine"
"When he was just 14 years old, Malawian inventor William Kamkwamba built his family an electricity-generating windmill from spare parts, working from rough plans he found in a library book.","Malavi'li bir kaşif olan William Kamkwamba, henüz 14 yaşındayken, ailesi için artık parçalarla  kütüphanede bulduğu bir kitaptaki kaba bir taslağa göre, elektrik üreten bir rüzgar gülü yaptı."
William Kamkwamba: How I built a windmill,William Kamkwamba rüzgar gülü inşa etmek üzerine
Ghanaian economist George Ayittey unleashes a torrent of controlled anger toward corrupt leaders in Africa -- and calls on the “Cheetah generation” to take back the continent.,"Ganalı ekonomist George Ayittey, Afrika'daki ahlaksız liderlere karşı kontrollü bir öfke selini açığa vurdu ve ""Çita Jenerasyonuna"" kıtayı geri almak için çağrıda bulunuyor."
George Ayittey: Africa's cheetahs versus hippos,George Ayittey - Çitalar Suaygırlarına Karşı
When Allison Hunt found out that she needed a new hip -- and that Canada’s national health care system would require her to spend nearly 2 years on a waiting list (and in pain) -- she took matters into her own hands.,Allison Hunt yeni bir kalçaya ihtiyacı olduğunu fark ettiğinde -- ve bu arada Kanada'nın ulusal sağlık sistemi onun 2 yıl bekleme listesinde( ve acı içinde) yer alması gerektiğini söylediğinde - o ipleri kendi eline alıyor.
Allison Hunt: How to get (a new) hip,Allison Hunt (yeni bir) kalça ediniyor
Medical animator David Bolinsky presents 3 minutes of stunning animation that show the bustling life inside a cell.,Tıbbi animasyon yapımcısı olan David Bolinsky hücre içerisindeki yaşamı mükemmel bir şekilde canlandıran animasyonunun üç dakikalık kısmını sunuyor.
David Bolinsky: Visualizing the wonder of a living cell,David Bolinsky'nin hücre animasyonu
"Poet Rives does 8 minutes of lyrical origami, folding history into a series of coincidences surrounding that most surreal of hours, 4 o'clock in the morning.","Şair Rives günün en garip saati sabah 4 hakkındaki ilginç, tarihsel rastlantıları içeren 8 dakikalık lirik bir konuşma yapıyor."
Rives: The  4 a.m. mystery,Rives sabahın dördü hakkında konuşuyor
"In a friendly, high-speed presentation, Will Wright demos his newest game, Spore, which promises to dazzle users even more than his previous masterpieces.","Sıcak, süratli sunumuyla Will Wright, kullanıcılarını önceki başyapıtlarından daha fazla şaşırtmayı vaat eden son oyunu Spore'u tanıtıyor."
"Will Wright: Spore, birth of a game",Will Wright'ın yaptığı oyuncaklar [yeni] dünyalar yaratıyor
Emily Oster re-examines the stats on AIDS in Africa from an economic perspective and reaches a stunning conclusion: Everything we know about the spread of HIV on the continent is wrong.,Emily Oster Afrika'daki AIDS istatistiklerini bir ekonomist gözüyle yeniden ele alıyor ve çarpıcı bir sonuca ulaşıyor: Bu kıtada HIV yayılması ile ilgili bilmdiğimiz herşey yanlış.
Emily Oster: Flip your thinking on AIDS in Africa,Emily Oster Afrika'daki AIDS sorunu hakkındaki fikirlerimizi tepetaklak ediyor
"Jonathan Harris wants to make sense of the emotional world of the Web. With deep compassion for the human condition, his projects troll the Internet to find out what we're all feeling and looking for.","Jonathan Harris internetin duygusal dünyasını anlamlandırmaya çalışıyor. İnsanlara olan derin duygular besleyerek, projelerinde ne hissettiğimizi ve ne aradığımızı internet yoluyla önümüze sunuyor."
Jonathan Harris: The Web's secret stories,Jonathan Harris: İnternet'in gizli hikayeleri üzerine...
"Alan Russell studies regenerative medicine -- a breakthrough way of thinking about disease and injury, using a process that can signal the body to rebuild itself.",Alan Russell yenileyici tıp üzerinde çalışıyor--vücudu kendini yenilemesi için uyarabilen bir süreç yoluyla hastalık ve yaralanmaya yeni bir bakış açısı.
Alan Russell: The potential of regenerative medicine,Alan Russell vücudumuzun yenilenmesi hakkında konuşuyor.
"Starting with the simple tale of an ant, philosopher Dan Dennett unleashes a devastating salvo of ideas, making a powerful case for the existence of memes -- concepts that are literally alive.","Bir karıncanın basit öyküsünden yola çıkarak, filozof Dan Dennett'tan, kelimenin gerçek anlamıyla ""canlı"" olan düşüncelerin varlığına dair ikna edici bir konuşma."
Dan Dennett: Dangerous memes,Dan Dennett tehlikeli fikirler üzerine konuşuyor
"Bill Stone, a maverick cave explorer who has plumbed Earth’s deepest abysses, discusses his efforts to mine lunar ice for space fuel and to build an autonomous robot for studying Jupiter’s moon Europa.","Dünya'nın en derin çukurlarına inmiş ve kural tanımaz bir mağara araştırmacısı olan Bill Stone, kendisinin uzay yakıtı için ay buzu çıkarma ve Jüpiter'in uydusu Europa'yı araştırmak üzere otonom bir robot yapma girişimlerini tartışıyor."
Bill Stone: I'm going to the moon. Who's with me?,Bill Stone Dünya'nın en derin mağaralarını araştırıyor.
"Researcher Hans Rosling uses his cool data tools to show how countries are pulling themselves out of poverty. He demos Dollar Street, comparing households of varying income levels worldwide. Then he does something really amazing.","Araştırmacı Hans Rosling ülkelerin kendilerini yoksulluğun nasıl dışına çektiklerini göstermek için kendi havalı veri araçlarını kullanıyor. Dünya çapında çeşitli gelir seviyelerine sahip hanehalklarını karşılaştırmak suretiyle ""Dolar Sokağı"" demosu yapıyor. Sonrasında gerçekten inanılmaz bir şey yapıyor."
Hans Rosling: New insights on poverty,Hans Rosling yoksulluk hakkında yeni anlayışları açığa çıkarıyor
"Microsoft's Stephen Lawler gives a whirlwind tour of Virtual Earth, moving up, down and through its hyper-real cityscapes with dazzlingly fluidity, a remarkable feat that requires staggering amounts of data to bring into focus.","Microsoft'tan Stephen Lawler, şaşırtıcı büyüklükte veri gerektiren, kayda değer bir başarı olan Virtual Earth'te bize baş döndüren bir geziye çıkartıyor, büyüleyen bir akışkanlıkla, yüksek gerçekliğe sahip şehirler arasında yukarıya çıkıp, aşağıya iniyor."
Stephen Lawler: Tour Microsoft's Virtual Earth,Stephen Lawler Microsft Virtual Earth'de gezintiye çıkıyor
"In this emotionally charged conversation with journalist Kurt Andersen, designer David Rockwell discusses the process of building a viewing platform at Ground Zero shortly after 9/11.","Gazeteci Kurt Andersen ile yapılan bu duygusal söyleşide, tasarımcı David Rockwell, 9/11 saldırısının ardından Sıfır Noktası'nda bulunan bir izleme platformunun inşa edilme sürecini ele alıyor. (Önemli Not: 11 Eylül 2001 saldırılarının ardından, yıkılan İkiz Kuleler’in yer aldığı bölgeyi tanımlamak için “Ground Zero” (Sıfır Noktası) ifadesi kullanılır.)"
David Rockwell: A memorial at Ground Zero,David Rockwell Sıfır Noktası'nda yeni inşaata başlıyor
"In our hyperlinked world, we can know anything, anytime. And this mass enlightenment, says Buddhist scholar Bob Thurman, is our first step toward Buddha nature.","Her şeyin birbiriyle bağlantılı olduğu dünyamızda, her şeyi her an bilebiliriz. Budist alim Bob Thurman, bu kitlesel aydınlanmanın Buda'nın doğasına atılan ilk adım olduğunu anlatıyor."
Robert Thurman: We can be Buddhas,Bob Thurman'a göre hepimiz Buda olabiliriz.
"Anand Agarawala presents BumpTop, a user interface that takes the usual desktop metaphor to a glorious, 3-D extreme, transforming file navigation into a freewheeling playground of crumpled documents and clipping-covered ""walls.""","Anand Agarawala klasik masaüstünü  görkemli, 3 boyutlu, dosya ulaşımını buruşturulmuş dokümanların ve kesilip-kaplanan ""duvarların"" serbest oyun parkına çevrildiği bir kullanıcı arayüzü olarak BumpTop'ı sunuyor."
Anand Agarawala: Rethink the desktop with BumpTop,Anand Agarawala BumpTop masaüstünü deniyor
"We know the negative images of Africa -- famine and disease, conflict and corruption. But, says Ngozi Okonjo-Iweala, there's another, less-told story happening in many African nations: one of reform, economic growth and business opportunity.","Afrika'nın olumsuz imajlarını biliyoruz -- açlık ve hastalık, çatışma ve yolsuzluk. Lakin, bir çok Afrika ülkesinde çok az bahsedilen başka olaylar da var diyor Ngozi Okonjo-Iweala: reform, ekonomik büyüme ve iş olanakları."
Ngozi Okonjo-Iweala: Want to help Africa? Do business here,"Ngozi Okonjo-Iweala, Afrika'da iş yapmayı anlatıyor"
"""I don't think we're going to make it,"" John Doerr says in an emotional talk about climate change and investment. To create a world fit for his daughter to live in, he says, we need to invest now in clean, green energy.","""Bunu başaracağımızı sanmıyorum,"" diyor Jhon Doerr, iklim değişimi ve yatırım hakkında duygusal konuşmasında. Ondan ve partnerlerinden dünyayı bekleyen karışıklığı düzeltmesini isteyen kızı tarafından teşvik edilmiş."
John Doerr: Salvation (and profit) in greentech,Jhon Doerr Kurtuluş ve Kazancı Yeşil Teknolojide Buluyor
"Blaise Aguera y Arcas leads a dazzling demo of Photosynth, software that could transform the way we look at digital images. Using still photos culled from the Web, Photosynth builds breathtaking dreamscapes and lets us navigate them.","Blaise Aguera y Arcas Photosynth, bu dijital fotoğraf bak şekilde dönüştürmek verebilecek bir yazılım büyüleyici demomuzu yol açar. Hala fotoğrafları Web'den culled kullanarak, Photosynth nefes kesen dreamscapes oluşturur ve bunları gezinmek sağlar."
Blaise Agüera y Arcas: How PhotoSynth can connect the world's images,Blaise Aguera y Arcas Photosynth'i Gösteriyor
"Marine biologist Tierney Thys asks us to step into the water to visit the world of the <i>Mola mola</i>, or giant ocean sunfish. Basking, eating jellyfish and getting massages, this behemoth offers clues to life in the open sea.","Denizaltı biyologu Tierney Thys, bizim onunla beraber denize atlamamızı ve ""Mola Mola"" olarak adlandırılan dev Güneş Balığı'nın dünyasını keşfetmemizi istiyor. Güneşlenen, denizanası yiyen ve kendisine masaj yapılmasını seven bu dev canlı, açık denizlerdeki yaşamın sırlarına ipuçları veriyor."
Tierney Thys: Swim with the giant sunfish,Tierney Thys dev Güneş Balığı ile yüzüyor
"Treo creator Jeff Hawkins urges us to take a new look at the brain -- to see it not as a fast processor, but as a memory system that stores and plays back experiences to help us predict, intelligently, what will happen next.","Treo'nun yaratıcısı Jeff Hawkins, beyni farklı bir şekilde görmemizi istiyor: hızlı bir işlemciden ziyade, deneyimlerimizi depolayan ve geleceği tahmin etmemiz için bunları zihnimizde yeniden canlandırmamızı sağlayan bir bellek olarak."
Jeff Hawkins: How brain science will change computing,"Jeff Hawkins'le beyin araştırmalarının, bilgisayar kullanımını nasıl değiştireceği üzerine"
"Rural villages worldwide are being deserted, as billions of people flock to cities to live in teeming squatter camps and slums. Stewart Brand says this is a good thing. Why? It’ll take you 3 minutes to find out.","Dünya üzerinde kırsal bölgeler terkediliyor, milyarlarca insan gecekondu bölgelerinde ya da kenar mahallelerde yaşamak için şehirlere akın ediyorlar. Stewart Brand bunun iyi bir şey olduğunu söylüyor. Neden mi? Bunu nedenini 3 dakika içinde anlayacaksınız."
Stewart Brand: What squatter cities can teach us,Stewart Brand'den gecekondular üzerine
"IDEO’s David Kelley says that product design has become much less about the hardware and more about the user experience. He shows video of this new, broader approach, including footage from the Prada store in New York.","IDEO'dan David Kelley ürün tasarımının artık donanımdan çok kullanıcı deneyimi ile ilgili olduğunu söylüyor. Bu yeni, daha geniş yaklaşımın New York'taki Prada mağazasında yapılmış bir çekimi de içeren videosunu gösteriyor."
David Kelley: Human-centered design,David Kelley ile insan odaklı tasarım üzerine
What happens when a black man visits Aspen? Singer/songwriter Stew and his band are about to let you know.,"Siyah bir adam Aspen'i ziyaret ettiğinde ne olur? Stew bunu şeytani mizahla ve işini karakterize eden zeki sözlerle  bilmenizi sağlıyor. (İpucu:"" Bu canavarın karnındaki bir kış diyarıdır."") Stew arkadaşları Heidi Rodewald(basta) ve Jon Spurney (keyboard ve gitarda) sahneye çıkıyor."
"Stew: ""Black Men Ski""","Stew diyor ki ""Siyah adamlar kayak yapıyor"""
"Google co-founders Larry Page and Sergey Brin offer a peek inside the Google machine, sharing tidbits about international search patterns, the philanthropic Google Foundation, and the company's dedication to innovation and employee happiness.","Google'ın kurucuları Larry Page and Sergey Brin Google makinası içine, küçük bir bakış yapmamızı sağlıyorlar. Google'ın arama örüntüsü ile ilgili ilginç ayrıntıları, hayır kuruluşları olan Google Foundation'ı, şirketin yenilikçiliğe olan tutkusunu ve çalışan memnuniyetini bizlerle paylaşıyorlar."
